,Close_target
2020-06-20,1.1230333333333333
2020-06-21,1.1258
2020-06-22,1.1306
2020-06-23,1.125
2020-06-24,1.1217
2020-06-25,1.1217
2020-06-26,1.1224666666666667
2020-06-27,1.1232333333333333
2020-06-28,1.124
2020-06-29,1.1231
2020-06-30,1.125
2020-07-01,1.1238
2020-07-02,1.1248
2020-07-03,1.1268
2020-07-04,1.1288
2020-07-05,1.1308
2020-07-06,1.127
2020-07-07,1.1329
2020-07-08,1.1281
2020-07-09,1.1298
2020-07-10,1.1312
2020-07-11,1.1325999999999998
2020-07-12,1.134
2020-07-13,1.1396
2020-07-14,1.141
2020-07-15,1.1383
2020-07-16,1.1426
2020-07-17,1.1432
2020-07-18,1.1438000000000001
2020-07-19,1.1444
2020-07-20,1.1526
2020-07-21,1.1568
2020-07-22,1.1594
2020-07-23,1.1654
2020-07-24,1.1686333333333334
2020-07-25,1.1718666666666666
2020-07-26,1.1751
2020-07-27,1.1714
2020-07-28,1.179
2020-07-29,1.1846
2020-07-30,1.1774
2020-07-31,1.1769666666666667
2020-08-01,1.1765333333333332
2020-08-02,1.1761
2020-08-03,1.18
2020-08-04,1.1861
2020-08-05,1.1875
2020-08-06,1.1786
2020-08-07,1.1769333333333334
2020-08-08,1.1752666666666667
2020-08-09,1.1736
2020-08-10,1.1739
2020-08-11,1.1782
2020-08-12,1.1812
2020-08-13,1.1841
2020-08-14,1.1850333333333334
2020-08-15,1.1859666666666666
2020-08-16,1.1869
2020-08-17,1.1929
2020-08-18,1.1836
2020-08-19,1.1859
2020-08-20,1.1795
2020-08-21,1.1792333333333334
2020-08-22,1.1789666666666667
2020-08-23,1.1787
2020-08-24,1.1833
2020-08-25,1.1829
2020-08-26,1.1821
2020-08-27,1.1903
2020-08-28,1.1914
2020-08-29,1.1925
2020-08-30,1.1936
2020-08-31,1.191
2020-09-01,1.1853
2020-09-02,1.1849
2020-09-03,1.1838
2020-09-04,1.1831
2020-09-05,1.1824
2020-09-06,1.1817
2020-09-07,1.1779
2020-09-08,1.1802
2020-09-09,1.1813
2020-09-10,1.1845
2020-09-11,1.1852666666666667
2020-09-12,1.1860333333333335
2020-09-13,1.1868
2020-09-14,1.1845
2020-09-15,1.1814
2020-09-16,1.1847
2020-09-17,1.1837
2020-09-18,1.1814333333333333
2020-09-19,1.1791666666666667
2020-09-20,1.1769
2020-09-21,1.1706
2020-09-22,1.1659
2020-09-23,1.1672
2020-09-24,1.163
2020-09-25,1.1641333333333335
2020-09-26,1.1652666666666667
2020-09-27,1.1664
2020-09-28,1.1742
2020-09-29,1.1718
2020-09-30,1.1747
2020-10-01,1.1713
2020-10-02,1.1735666666666666
2020-10-03,1.1758333333333333
2020-10-04,1.1781
2020-10-05,1.1734
2020-10-06,1.176
2020-10-07,1.1758
2020-10-08,1.1824
2020-10-09,1.1820333333333333
2020-10-10,1.1816666666666666
2020-10-11,1.1813
2020-10-12,1.1744
2020-10-13,1.1746
2020-10-14,1.1706
2020-10-15,1.1718
2020-10-16,1.1734
2020-10-17,1.175
2020-10-18,1.1766
2020-10-19,1.1821
2020-10-20,1.1861
2020-10-21,1.1816
2020-10-22,1.1859
2020-10-23,1.1842
2020-10-24,1.1825
2020-10-25,1.1808
2020-10-26,1.1795
2020-10-27,1.1744
2020-10-28,1.1674
2020-10-29,1.1647
2020-10-30,1.1644666666666668
2020-10-31,1.1642333333333332
2020-11-01,1.164
2020-11-02,1.1711
2020-11-03,1.1722
2020-11-04,1.1821
2020-11-05,1.1872
2020-11-06,1.1852333333333334
2020-11-07,1.1832666666666667
2020-11-08,1.1813
2020-11-09,1.1814
2020-11-10,1.1777
2020-11-11,1.1804
2020-11-12,1.1832
2020-11-13,1.1839
2020-11-14,1.1846
2020-11-15,1.1853
2020-11-16,1.1861
2020-11-17,1.1852
2020-11-18,1.1873
2020-11-19,1.1853
2020-11-20,1.1848666666666667
2020-11-21,1.1844333333333332
2020-11-22,1.184
2020-11-23,1.1888
2020-11-24,1.1913
2020-11-25,1.1913
2020-11-26,1.1962
2020-11-27,1.1950666666666667
2020-11-28,1.1939333333333333
2020-11-29,1.1928
2020-11-30,1.207
2020-12-01,1.2115
2020-12-02,1.214
2020-12-03,1.212
2020-12-04,1.2116
2020-12-05,1.2112
2020-12-06,1.2108
2020-12-07,1.2101
2020-12-08,1.2081
2020-12-09,1.2136
2020-12-10,1.2111
2020-12-11,1.2121666666666666
2020-12-12,1.2132333333333334
2020-12-13,1.2143
2020-12-14,1.2151
2020-12-15,1.2197
2020-12-16,1.2266
2020-12-17,1.2255
2020-12-18,1.2250666666666667
2020-12-19,1.2246333333333332
2020-12-20,1.2242
2020-12-21,1.2161
2020-12-22,1.2185
2020-12-23,1.2186
2020-12-24,1.2204
2020-12-25,1.2207333333333332
2020-12-26,1.2210666666666667
2020-12-27,1.2214
2020-12-28,1.2247
2020-12-29,1.2295
2020-12-30,1.2213
2020-12-31,1.2212
2021-01-01,1.2224000000000002
2021-01-02,1.2236
2021-01-03,1.2248
2021-01-04,1.2294
2021-01-05,1.2325
2021-01-06,1.227
2021-01-07,1.2218
2021-01-08,1.2195
2021-01-09,1.2172
2021-01-10,1.2149
2021-01-11,1.2207
2021-01-12,1.2157
2021-01-13,1.2156
2021-01-14,1.2078
2021-01-15,1.2077333333333333
2021-01-16,1.2076666666666667
2021-01-17,1.2076
2021-01-18,1.2128
2021-01-19,1.2104
2021-01-20,1.2162
2021-01-21,1.2167
2021-01-22,1.2157
2021-01-23,1.2147
2021-01-24,1.2137
2021-01-25,1.216
2021-01-26,1.2108
2021-01-27,1.2121
2021-01-28,1.2136
2021-01-29,1.2110333333333334
2021-01-30,1.2084666666666666
2021-01-31,1.2059
2021-02-01,1.2042
2021-02-02,1.2034
2021-02-03,1.1962
2021-02-04,1.2042
2021-02-05,1.2044
2021-02-06,1.2046000000000001
2021-02-07,1.2048
2021-02-08,1.2117
2021-02-09,1.2116
2021-02-10,1.2128
2021-02-11,1.2118
2021-02-12,1.2121
2021-02-13,1.2124
2021-02-14,1.2127
2021-02-15,1.2104
2021-02-16,1.2036
2021-02-17,1.2088
2021-02-18,1.2117
2021-02-19,1.2129333333333334
2021-02-20,1.2141666666666666
2021-02-21,1.2154
2021-02-22,1.2149
2021-02-23,1.2164
2021-02-24,1.2176
2021-02-25,1.2074
2021-02-26,1.2065000000000001
2021-02-27,1.2056
2021-02-28,1.2047
2021-03-01,1.2089
2021-03-02,1.2062
2021-03-03,1.1966
2021-03-04,1.1917
2021-03-05,1.1892333333333334
2021-03-06,1.1867666666666665
2021-03-07,1.1843
2021-03-08,1.1898
2021-03-09,1.1925
2021-03-10,1.1984
2021-03-11,1.1952
2021-03-12,1.1944000000000001
2021-03-13,1.1936
2021-03-14,1.1928
2021-03-15,1.19
2021-03-16,1.1978
2021-03-17,1.1915
2021-03-18,1.1903
2021-03-19,1.1912333333333334
2021-03-20,1.1921666666666666
2021-03-21,1.1931
2021-03-22,1.1849
2021-03-23,1.1812
2021-03-24,1.1764
2021-03-25,1.1796
2021-03-26,1.1784666666666666
2021-03-27,1.1773333333333333
2021-03-28,1.1762
2021-03-29,1.1714
2021-03-30,1.1728
2021-03-31,1.1775
2021-04-01,1.1762
2021-04-02,1.1778333333333333
2021-04-03,1.1794666666666667
2021-04-04,1.1811
2021-04-05,1.1875
2021-04-06,1.187
2021-04-07,1.1912
2021-04-08,1.1896
2021-04-09,1.1900333333333333
2021-04-10,1.1904666666666668
2021-04-11,1.1909
2021-04-12,1.1946
2021-04-13,1.1978
2021-04-14,1.1965
2021-04-15,1.1983
2021-04-16,1.1999666666666666
2021-04-17,1.2016333333333333
2021-04-18,1.2033
2021-04-19,1.2033
2021-04-20,1.2033
2021-04-21,1.2015
2021-04-22,1.2099
2021-04-23,1.2093666666666667
2021-04-24,1.2088333333333332
2021-04-25,1.2083
2021-04-26,1.209
2021-04-27,1.2123
2021-04-28,1.2118
2021-04-29,1.2018
2021-04-30,1.2032333333333334
2021-05-01,1.2046666666666666
2021-05-02,1.2061
2021-05-03,1.2013
2021-05-04,1.2005
2021-05-05,1.2064
2021-05-06,1.2163
2021-05-07,1.2151666666666667
2021-05-08,1.2140333333333333
2021-05-09,1.2129
2021-05-10,1.2146
2021-05-11,1.2069
2021-05-12,1.2078
2021-05-13,1.214
2021-05-14,1.2143666666666666
2021-05-15,1.2147333333333334
2021-05-16,1.2151
2021-05-17,1.222
2021-05-18,1.2172
2021-05-19,1.2226
2021-05-20,1.2179
2021-05-21,1.2191
2021-05-22,1.2203
2021-05-23,1.2215
2021-05-24,1.225
2021-05-25,1.219
2021-05-26,1.2192
2021-05-27,1.2189
2021-05-28,1.2201
2021-05-29,1.2213
2021-05-30,1.2225
2021-05-31,1.2211
2021-06-01,1.2209
2021-06-02,1.2124
2021-06-03,1.2165
2021-06-04,1.2173
2021-06-05,1.2181
2021-06-06,1.2189
2021-06-07,1.2171
2021-06-08,1.2178
2021-06-09,1.2169
2021-06-10,1.2106
2021-06-11,1.2109999999999999
2021-06-12,1.2114
2021-06-13,1.2118
2021-06-14,1.2124
2021-06-15,1.1994
2021-06-16,1.1906
2021-06-17,1.186
2021-06-18,1.1878333333333333
2021-06-19,1.1896666666666667
2021-06-20,1.1915
2021-06-21,1.1938
2021-06-22,1.1925
2021-06-23,1.193
2021-06-24,1.1933
2021-06-25,1.193
2021-06-26,1.1926999999999999
2021-06-27,1.1924
2021-06-28,1.1895
2021-06-29,1.1855
2021-06-30,1.1848
2021-07-01,1.1864
2021-07-02,1.1863
2021-07-03,1.1862
2021-07-04,1.1861
2021-07-05,1.1822
2021-07-06,1.1789
2021-07-07,1.1842
2021-07-08,1.1873
2021-07-09,1.1868333333333334
2021-07-10,1.1863666666666666
2021-07-11,1.1859
2021-07-12,1.1774
2021-07-13,1.1835
2021-07-14,1.1812
2021-07-15,1.1805
2021-07-16,1.1802666666666668
2021-07-17,1.1800333333333333
2021-07-18,1.1798
2021-07-19,1.1779
2021-07-20,1.1792
2021-07-21,1.177
2021-07-22,1.1771
2021-07-23,1.1780333333333333
2021-07-24,1.1789666666666667
2021-07-25,1.1799
2021-07-26,1.1814
2021-07-27,1.1842
2021-07-28,1.1886
2021-07-29,1.187
2021-07-30,1.1869
2021-07-31,1.1868
2021-08-01,1.1867
2021-08-02,1.186
2021-08-03,1.1835
2021-08-04,1.1832
2021-08-05,1.176
2021-08-06,1.1752333333333334
2021-08-07,1.1744666666666665
2021-08-08,1.1737
2021-08-09,1.1718
2021-08-10,1.1737
2021-08-11,1.1727
2021-08-12,1.1791
2021-08-13,1.1786333333333334
2021-08-14,1.1781666666666666
2021-08-15,1.1777
2021-08-16,1.1708
2021-08-17,1.171
2021-08-18,1.1674
2021-08-19,1.1696
2021-08-20,1.1711666666666667
2021-08-21,1.1727333333333332
2021-08-22,1.1743
2021-08-23,1.1753
2021-08-24,1.177
2021-08-25,1.175
2021-08-26,1.1793
2021-08-27,1.1793666666666667
2021-08-28,1.1794333333333333
2021-08-29,1.1795
2021-08-30,1.1807
2021-08-31,1.1837
2021-09-01,1.1873
2021-09-02,1.1882
2021-09-03,1.1877333333333333
2021-09-04,1.1872666666666667
2021-09-05,1.1868
2021-09-06,1.1839
2021-09-07,1.1813
2021-09-08,1.1825
2021-09-09,1.1814
2021-09-10,1.1812
2021-09-11,1.181
2021-09-12,1.1808
2021-09-13,1.1802
2021-09-14,1.1815
2021-09-15,1.1764
2021-09-16,1.1725
2021-09-17,1.1725
2021-09-18,1.1725
2021-09-19,1.1725
2021-09-20,1.1723
2021-09-21,1.1686
2021-09-22,1.1736
2021-09-23,1.1714
2021-09-24,1.1707333333333334
2021-09-25,1.1700666666666666
2021-09-26,1.1694
2021-09-27,1.1681
2021-09-28,1.1595
2021-09-29,1.1581
2021-09-30,1.1594
2021-10-01,1.1602999999999999
2021-10-02,1.1612
2021-10-03,1.1621
2021-10-04,1.1596
2021-10-05,1.1556
2021-10-06,1.155
2021-10-07,1.1567
2021-10-08,1.1561666666666668
2021-10-09,1.1556333333333333
2021-10-10,1.1551
2021-10-11,1.1527
2021-10-12,1.1592
2021-10-13,1.1594
2021-10-14,1.16
2021-10-15,1.1602999999999999
2021-10-16,1.1606
2021-10-17,1.1609
2021-10-18,1.1632
2021-10-19,1.1649
2021-10-20,1.1621
2021-10-21,1.1647
2021-10-22,1.1633333333333333
2021-10-23,1.1619666666666668
2021-10-24,1.1606
2021-10-25,1.1595
2021-10-26,1.1604
2021-10-27,1.1679
2021-10-28,1.1561
2021-10-29,1.1576
2021-10-30,1.1591
2021-10-31,1.1606
2021-11-01,1.1577
2021-11-02,1.161
2021-11-03,1.1552
2021-11-04,1.1566
2021-11-05,1.1572666666666667
2021-11-06,1.1579333333333335
2021-11-07,1.1586
2021-11-08,1.1591
2021-11-09,1.1478
2021-11-10,1.145
2021-11-11,1.145
2021-11-12,1.1422333333333334
2021-11-13,1.1394666666666666
2021-11-14,1.1367
2021-11-15,1.1319
2021-11-16,1.1319
2021-11-17,1.1369
2021-11-18,1.1288
2021-11-19,1.127
2021-11-20,1.1252
2021-11-21,1.1234
2021-11-22,1.1246
2021-11-23,1.1197
2021-11-24,1.1206
2021-11-25,1.1317
2021-11-26,1.1308333333333334
2021-11-27,1.1299666666666666
2021-11-28,1.1291
2021-11-29,1.1336
2021-11-30,1.1319
2021-12-01,1.1299
2021-12-02,1.1313
2021-12-03,1.1303666666666667
2021-12-04,1.1294333333333333
2021-12-05,1.1285
2021-12-06,1.1263
2021-12-07,1.1342
2021-12-08,1.1292
2021-12-09,1.1311
2021-12-10,1.1301666666666668
2021-12-11,1.1292333333333333
2021-12-12,1.1283
2021-12-13,1.1257
2021-12-14,1.1285
2021-12-15,1.1328
2021-12-16,1.1239
2021-12-17,1.1251
2021-12-18,1.1262999999999999
2021-12-19,1.1275
2021-12-20,1.1283
2021-12-21,1.1324
2021-12-22,1.1328
2021-12-23,1.1317
2021-12-24,1.1319666666666666
2021-12-25,1.1322333333333334
2021-12-26,1.1325
2021-12-27,1.1309
2021-12-28,1.1348
2021-12-29,1.1323
2021-12-30,1.1368
