,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_lag_8,Close_lag_9,Close_lag_10,Close_lag_11,Close_lag_12,Close_lag_13,Close_lag_14,Close_lag_15,Close_lag_16,Close_lag_17,Close_lag_18,Close_lag_19,Close_lag_20,Close_frac_diff,Close_frac_diff_d,Close_SMA,Close_slope,Close_volatility,Close_regime,Close_regime_label,Close_trend,Close_detail_1,Close_detail_2,Close_detail_3,Close_details
2020-02-28,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,1.0832666666666666,1.0831333333333333,1.083,1.084,1.0871,1.0914,1.0909,1.0920333333333334,0.011900000000000022,1.0,1.0866566666666666,-1.5047850684714148,0.006208973886656776,-1,downtrend,1.1032310208347258,0.0008126829267767654,0.002869578212195224,0.0005415245645903317,0.004223785703562321
2020-02-29,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,1.0832666666666666,1.0831333333333333,1.083,1.084,1.0871,1.0914,1.0909,0.0026999999999999247,1.0,1.0873583333333332,-1.3635525237590151,0.007506027792142293,-1,downtrend,1.1075880130878224,0.00021805457992838005,0.0030583706539952277,-0.000846615307031159,0.002429809926892449
2020-03-01,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,1.0832666666666666,1.0831333333333333,1.083,1.084,1.0871,1.0914,0.003566666666666718,1.0,1.088295,-1.2010621638183339,0.00899284494662031,-1,downtrend,1.1121849112666968,-0.00019219222747609432,0.0010662276857712801,-0.001231104988412469,-0.0003570695301172832
2020-03-02,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,1.0832666666666666,1.0831333333333333,1.083,1.084,1.0871,0.003566666666666496,1.0,1.089385,-1.022586858555008,0.010571585412259088,-1,downtrend,1.1169158397404007,-0.00019086526351817405,-0.002446666500774216,0.0001410532750078386,-0.0024964784892845516
2020-03-03,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,1.0832666666666666,1.0831333333333333,1.083,1.084,0.003566666666666718,1.0,1.090885,-0.8047393235643185,0.012228762351726452,-1,downtrend,1.1216450594513303,-4.010223634220026e-05,-0.00488592114814908,0.0028216920238913466,-0.002104331360599934
2020-03-04,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,1.0832666666666666,1.0831333333333333,1.083,0.0039000000000000146,1.0,1.092355,-0.5883584208514758,0.013094020219058197,-1,downtrend,1.1261858503409852,-1.1280683956267452e-05,-0.004453481946794272,-0.0033190360668395565,-0.007783798697590096
2020-03-05,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,1.0832666666666666,1.0831333333333333,-0.0037000000000000366,1.0,1.0944,-0.3157639057566053,0.014656675225131905,0,sideways,1.1302633482798332,-0.00035190712246207763,-0.0013466013085517107,0.002178912289765176,0.00048040385875138783
2020-03-06,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,1.0832666666666666,0.010499999999999954,1.0,1.0966683333333334,-0.024006357126460376,0.016245663298967275,0,sideways,1.1335822948591163,-0.0012581959679650052,0.0035055046777409064,-6.48398488195411e-05,0.00218246886095636
2020-03-07,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,1.0834,0.0046000000000001595,1.0,1.0992000000000002,0.2905982126157225,0.017907533780001293,0,sideways,1.1358501116902642,-0.0024222546974907474,0.006645978723853402,-0.0019296035688923482,0.0022941204574703066
2020-03-08,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,1.0791,0.005400000000000071,1.0,1.101995,0.6310012464785908,0.019594635484389403,1,uptrend,1.1367105370857493,-0.0034749269240215335,0.0055804494567867425,-0.00077383571662717,0.001331686816138039
2020-03-09,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,1.0804,0.005399999999999849,1.0,1.105275,1.0310833230499084,0.021000517607099242,1,uptrend,1.1357556312686246,-0.004057340034089543,0.0018170391182646282,0.005883940381484589,0.0036436394656596746
2020-03-10,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,1.0783,0.005400000000000071,1.0,1.10765,1.3528660905052226,0.020723398364314655,1,uptrend,1.1327349301927383,-0.0037875100717039605,-0.00337877458130325,-0.005615330352800049,-0.01278161500580726
2020-03-11,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,1.0843,-0.016800000000000148,1.0,1.11007,1.718568882494953,0.01992628197758639,1,uptrend,1.127671698876538,-0.002672209439716953,-0.007957980800739032,0.0011313544602682415,-0.009498835780187745
2020-03-12,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,1.0846,-0.0011999999999998678,1.0,1.1117700000000001,1.9857080391515458,0.019042773951451226,1,uptrend,1.1207810359728425,-0.0007009429168984432,-0.008491092051360267,0.0012584913639176716,-0.00793354360434104
2020-03-13,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,1.0849,-0.008399999999999963,1.0,1.113065,2.2093562472164985,0.01794697021132163,1,uptrend,1.1125805630730001,0.002251246430846543,-0.0026460276143901013,-0.0010890010045838414,-0.0014837821881273996
2020-03-14,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,1.0852,-0.007800000000000029,1.0,1.1144716666666667,2.436823657732523,0.01668112802431906,1,uptrend,1.103699607583096,0.005884853104284114,0.007458847351335359,0.0008475514438762149,0.014191251899495688
2020-03-15,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,1.0879,0.0025333333333332764,1.0,1.11599,2.6660288313815173,0.015192107446136173,1,uptrend,1.094669471455556,0.009483227976664472,0.011379201552031936,-0.0014766413720489842,0.019385788156647425
2020-03-16,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,1.0879,0.0025333333333334984,1.0,1.1175000000000002,2.8607720770972733,0.013678651142418778,1,uptrend,1.0863240487094583,0.011860773356455308,0.004671032403522881,0.0025680990157473218,0.01909990477572551
2020-03-17,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,1.0998,0.0025333333333332764,1.0,1.118085,2.962478647039579,0.012549711559788455,1,uptrend,1.0798269673757517,0.011039817839716323,-0.003677611025816945,-0.0032558544694369753,0.004106352344462403
2020-03-18,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,1.1025,-0.018500000000000183,1.0,1.11766,2.8972831640873276,0.01332171247969961,1,uptrend,1.075987833113365,0.006076632414986055,-0.008347880542430812,0.0041108258103487085,0.0018395776829039515
2020-03-19,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,1.1060666666666668,-0.008299999999999974,1.0,1.115985,2.6989512173424934,0.01694223924870058,1,uptrend,1.075052599097176,-0.0016837682356872236,-0.006553026300986463,-0.004716584985920633,-0.01295337952259432
2020-03-20,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,1.1096333333333332,-0.022299999999999986,1.0,1.1141516666666669,2.4640757799866853,0.019812697432004193,1,uptrend,1.076890035225958,-0.010065805663053174,0.002796457649672685,0.0025841954394975296,-0.004685152573882959
2020-03-21,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,1.1132,0.00039999999999995595,1.0,1.112185,2.195176859215553,0.02210443440732704,1,uptrend,1.080633980096032,-0.01539631767548034,0.0073109061110989085,0.0006793127874218441,-0.007406098776959587
2020-03-22,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,1.1171,0.0009000000000001229,1.0,1.110085,1.9001546744263909,0.023923182314373997,1,uptrend,1.0854143116638975,-0.015082922657121724,0.0015515035872519438,-0.0013485685316505982,-0.014879987601520378
2020-03-23,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,1.1134,0.0008999999999999009,1.0,1.1078350000000001,1.5537843127369166,0.025304934393875864,1,uptrend,1.0910077039319372,-0.010663530352309127,-0.0028410393621372118,0.00021710740597209044,-0.01328746230847425
2020-03-24,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,1.1239,0.0009000000000001229,1.0,1.1061,1.2582905740350148,0.02608097601589181,1,uptrend,1.0966579493829822,-0.004002894982848412,-0.002439531062108368,0.001196865782509216,-0.0052455602624475635
2020-03-25,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,1.1285,0.006599999999999939,1.0,1.1043049999999999,0.9050621345028986,0.026026765968587676,1,uptrend,1.101091561506055,0.002257525727928709,-0.0009782412168719524,-0.002215523338025186,-0.0009362388269684295
2020-03-26,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,1.1339000000000001,0.009300000000000086,1.0,1.1030200000000001,0.5791784510965847,0.025396125780881885,1,uptrend,1.1035275265787403,0.005586211238656307,0.0020295528839538004,0.0004291539828879416,0.00804491810549805
2020-03-27,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,1.1393,0.014799999999999924,1.0,1.1020249999999998,0.2570050946142377,0.02449649425926423,0,sideways,1.1035527101905636,0.007358050104022948,0.0025849853247588888,0.002856709298649888,0.012799744727431724
2020-03-28,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,1.1447,0.011200000000000099,1.0,1.1006033333333334,-0.12628611442581095,0.02299864196346732,0,sideways,1.1012855783167814,0.008313432565810778,-0.001439471868754135,-0.0026290789526783225,0.00424488174437832
2020-03-29,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,1.1279,-0.0031333333333334323,1.0,1.0987550000000001,-0.5898984415643072,0.020631870183080457,-1,downtrend,1.097999874799886,0.007910741781258352,-0.0025063460460636993,-0.00042620568050462355,0.004978190054690029
2020-03-30,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,1.1267,-0.0031333333333332103,1.0,1.0975899999999998,-0.9082291337516479,0.019527842171706205,-1,downtrend,1.0946690065749825,0.0066740228345679945,0.0010257991370038481,0.0011957294649191338,0.008895551436490977
2020-03-31,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,1.1183,-0.0031333333333334323,1.0,1.0964,-1.2314538722783097,0.018350215512542484,-1,downtrend,1.0911451443305007,0.0038720397253024508,0.001844364178279373,0.0005311714534456795,0.006247575357027504
2020-04-01,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,1.1105,-0.0017000000000000348,1.0,1.095295,-1.4818712503485654,0.01761262597023181,-1,downtrend,1.0878023223908302,-0.0004796680328098086,-0.000734433281684487,-0.0006615482340828225,-0.0018756495485771183
2020-04-02,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,1.1130333333333333,-0.006699999999999928,1.0,1.09405,-1.7083458737809587,0.017359492743283984,-1,downtrend,1.0853047344670739,-0.003995518456603014,-0.001147219579907682,-0.0009882210763363375,-0.006130959112847034
2020-04-03,1.0808,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,1.1155666666666668,-0.010600000000000165,1.0,1.0924383333333334,-1.9770205014932318,0.016996801470687294,-1,downtrend,1.083922247640205,-0.005497157175171886,0.0007128958729033156,0.0006380035694364031,-0.004146257732832167
2020-04-04,1.0802333333333334,1.0808,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,1.1181,-0.0047999999999999154,1.0,1.0906716666666667,-2.26868819015702,0.016287796439836195,-1,downtrend,1.0841612712476738,-0.005298532095168253,0.0009187478624470984,0.00109534699539662,-0.0032844372373245353
2020-04-05,1.0796666666666666,1.0802333333333334,1.0808,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,1.0996,-0.0005666666666666043,1.0,1.0887499999999999,-2.5727069351230702,0.01510575778068425,-1,downtrend,1.0859638998020593,-0.00362099399674291,-0.0005503051613208356,-0.00011482034828656903,-0.004286119506350314
2020-04-06,1.0791,1.0796666666666666,1.0802333333333334,1.0808,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,1.0913,-0.0005666666666668263,1.0,1.087725,-2.715357061404089,0.015026085991833277,-1,downtrend,1.0880948499158902,-0.0018748008065951425,-0.0010018297270918684,-0.002692600643995768,-0.005569231177682779
2020-04-07,1.0889,1.0791,1.0796666666666666,1.0802333333333334,1.0808,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,1.069,-0.0005666666666666043,1.0,1.087605,-2.689100441994896,0.015005602365091233,-1,downtrend,1.0897933539852391,-0.0011651936220878514,-0.00019764974585635865,0.003681780617796376,0.002318937249852166
2020-04-08,1.0856,1.0889,1.0791,1.0796666666666666,1.0802333333333334,1.0808,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,1.0694,0.009800000000000031,1.0,1.088435,-2.468671173895698,0.014367891733498886,-1,downtrend,1.0912190392429721,-0.0005917053263725773,0.0006057536339277047,-0.0028305106172953993,-0.002816462309740272
2020-04-09,1.0927,1.0856,1.0889,1.0791,1.0796666666666666,1.0802333333333334,1.0808,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,1.0703,-0.0033000000000000806,1.0,1.0896,-2.2036197944325653,0.0136709535424666,-1,downtrend,1.0922135411543383,0.0001317739170457793,0.0009997226626526758,0.0014669124494722133,0.0025984090291706684
2020-04-10,1.0935,1.0927,1.0856,1.0889,1.0791,1.0796666666666666,1.0802333333333334,1.0808,1.0856,1.0962,1.1029,1.1046,1.1077333333333335,1.1108666666666667,1.114,1.1028,1.088,1.0787,1.0721,1.0712,0.007100000000000106,1.0,1.09076,-1.9263881458570276,0.012910241639153424,-1,downtrend,1.0927263396985376,0.0006998315634624776,2.9810661645339595e-05,0.0001549622659628845,0.0008846044910707017
