,Open,High,Low,Close,Close_frac_diff,Close_frac_diff_d,Close_SMA,Close_slope,Close_volatility,Close_regime,Close_regime_label,Close_trend,Close_detail_1,Close_detail_2,Close_detail_3,Close_details
2020-01-01,1.3261,1.3276,1.3237,1.3254,,1.0,,,,0,sideways,1.3171607827707132,-2.45281643164153e-06,0.00016596587837727382,0.0032363707229748754,0.0033998837849205077
2020-01-02,1.3255,1.3268,1.3115,1.3144,,1.0,,,,0,sideways,1.3161434221015034,0.00042812875196029606,-0.0062126511308681215,-0.002924295832659202,-0.008708818211567028
2020-01-03,1.3138,1.3162,1.3054,1.3086,-0.010999999999999899,1.0,,,,0,sideways,1.3147404607007176,0.0007628388691412963,-0.007078420967832066,-0.001758899722595923,-0.008074481821286693
2020-01-04,1.3117,1.3166666666666667,1.3057333333333332,1.3113,-0.005800000000000027,1.0,,,,0,sideways,1.3130564972430359,0.0011317697100136457,0.00037634112769610974,0.0028751213979727555,0.004383232235682511
2020-01-05,1.3096,1.3171333333333335,1.3060666666666667,1.314,0.0026999999999999247,1.0,,,,0,sideways,1.3113601701608608,0.001160109128776386,0.004652087151865985,-0.0005646080807456438,0.005247588199896727
2020-01-06,1.3075,1.3176,1.3064,1.3167,0.0027000000000001467,1.0,,,,0,sideways,1.3098196280757373,0.0008190331180742922,0.0018000528725946987,-0.00047236644150321257,0.0021467195491657784
2020-01-07,1.3169,1.3214,1.3095,1.3123,0.0026999999999999247,1.0,,,,0,sideways,1.3084940747824407,0.00010196693431728012,0.0002853595741881624,-0.0001387140664061644,0.00024861244209927814
2020-01-08,1.3125,1.3171,1.308,1.3097,-0.0043999999999999595,1.0,,,,0,sideways,1.3073879381371332,-0.0008812003832873903,0.001052889054289585,0.0008185987090537298,0.0009902873800559245
2020-01-09,1.3101,1.3125,1.3013,1.3065,-0.0025999999999999357,1.0,,,,0,sideways,1.3063262093819776,-0.00148226642908683,0.0004970924477144112,-0.0010596268081353782,-0.002044800789507797
2020-01-10,1.3067,1.3097,1.3042,1.3059,-0.0032000000000000917,1.0,,,,0,sideways,1.3051985323385544,-0.0013545168216160934,-0.0005112961994458206,0.0005589645993948218,-0.001306848421667092
2020-01-11,1.3063,1.3086,1.3015,1.3035333333333334,-0.0005999999999999339,1.0,,,,0,sideways,1.3041433559773958,-0.0007954052938635485,-0.0019616508971899036,0.00020061401584101538,-0.0025564421752124365
2020-01-12,1.3059,1.3075,1.2988,1.3011666666666666,-0.002366666666666628,1.0,,,,0,sideways,1.303228138920264,-9.467194239125656e-05,-0.0038004129516447903,-0.0002196331196752322,-0.0041147180137112785
2020-01-13,1.3055,1.3064,1.2961,1.2988,-0.00236666666666685,1.0,,,,0,sideways,1.3024796672017,0.00022378342688904288,-0.0022075835291974787,-0.0005330540262273802,-0.0025168541285358163
2020-01-14,1.2988,1.3035,1.2953,1.3017,-0.002366666666666628,1.0,,,,0,sideways,1.3019687824016033,-0.0002029318227859734,0.0030273920180169485,0.001204132900609183,0.004028593095840158
2020-01-15,1.3018,1.3043,1.2986,1.3036,0.0029000000000001247,1.0,,,,0,sideways,1.3016412924717364,-0.0008775102187463987,0.005415163829919216,-0.001193242596833846,0.003344411014338972
2020-01-16,1.3039,1.3084,1.3024,1.3076,0.0019000000000000128,1.0,,,,0,sideways,1.30149829261986,-0.0012905197701231952,0.002743347900575529,0.0014210539170908519,0.0028738820475431854
2020-01-17,1.308,1.3119,1.3005,1.3008,0.0040000000000000036,1.0,,,,0,sideways,1.3016851569277215,-0.0009148386507617041,-0.0008585292960466136,-0.002151120750312275,-0.0039244886971205924
2020-01-18,1.3054000000000001,1.3084,1.2990666666666666,1.3008333333333333,-0.006800000000000139,1.0,,,,0,sideways,1.3022451692943784,0.0006081000294170896,-0.0036332024287950905,0.0009215443524201061,-0.0021035580469578948
2020-01-19,1.3028,1.3049,1.2976333333333334,1.3008666666666666,3.333333333332966e-05,1.0,,,,0,sideways,1.3031140537175478,0.0026199730386482984,-0.0041344280835193155,0.0016465997716659264,0.00013214472679490925
2020-01-20,1.3002,1.3014,1.2962,1.3009,3.333333333332966e-05,1.0,1.3072300000000001,,0.006874181716321289,0,sideways,1.3042170980644117,0.004278140196936647,-0.001051350889633329,-0.0006995986726768722,0.002527190634626446
2020-01-21,1.3013,1.3085,1.2995,1.3047,3.333333333332966e-05,1.0,1.3061950000000002,,0.005393273642677087,0,sideways,1.3053812974128962,0.004611862042040821,0.0015791678492370652,-0.002743887371715264,0.0034471425195626224
2020-01-22,1.3051,1.3154,1.3034,1.314,0.0038000000000000256,1.0,1.306175,,0.00536189583082186,0,sideways,1.306460304846435,0.0029515829803929347,0.0016380917917713106,0.0024276726958262058,0.00701734746799045
2020-01-23,1.3142,1.3152,1.3097,1.3121,0.009300000000000086,1.0,1.3063500000000001,,0.005500531606419184,0,sideways,1.30746077328198,4.28754448531477e-05,0.001812133689576495,0.0010500203814013168,0.0029050295158309595
2020-01-24,1.3122,1.3174,1.3057,1.3076,-0.0019000000000000128,1.0,1.306165,,0.00538632093514436,0,sideways,1.3083573301719766,-0.003080076065743695,0.002127932469233599,-0.0017157824164097926,-0.0026679260129198884
2020-01-25,1.3106333333333333,1.3151,1.3051333333333335,1.3068333333333333,-0.0044999999999999485,1.0,1.3058066666666668,,0.005066546628310274,0,sideways,1.3091067103635297,-0.005082948591021662,0.0011966156858070453,-0.0005718532421335675,-0.004458186147348183
2020-01-26,1.3090666666666668,1.3128,1.3045666666666667,1.3060666666666667,-0.0007666666666668043,1.0,1.305275,,0.004373830670801325,0,sideways,1.309683231729431,-0.004906213729285103,-0.0006224454566455203,0.0008462892083513711,-0.004682369977579252
2020-01-27,1.3075,1.3105,1.304,1.3053,-0.0007666666666665822,1.0,1.3049250000000001,,0.004050194927082995,0,sideways,1.309966233561937,-0.0032506289765063274,-0.003285679609977559,0.001145427456499788,-0.005390881129984099
2020-01-28,1.3056,1.3066,1.2975,1.3027,-0.0007666666666668043,1.0,1.304575,,0.003916076849952953,0,sideways,1.309857120610984,-0.0009224117903586409,-0.005321678999991462,-0.0007299249754533548,-0.006974015765803458
2020-01-29,1.3028,1.3032,1.2989,1.302,-0.0025999999999999357,1.0,1.30435,,0.003928907709462571,0,sideways,1.3093232116255489,0.0012297302947057171,-0.0017327471224368473,-0.0016130298206340245,-0.002116046648365155
2020-01-30,1.302,1.3112,1.2978,1.3094,-0.0006999999999999229,1.0,1.304525,,0.004076747284423361,0,sideways,1.308324864951747,0.00228722963481707,0.006400318514464978,0.0005798052021818882,0.009267353351463937
2020-01-31,1.31,1.321,1.3083,1.3199,0.007399999999999851,1.0,1.3053433333333333,,0.005320226218643741,0,sideways,1.3068750571781227,0.002747512644274708,0.006722428925420396,0.002887586898971049,0.01235752846866615
2020-02-01,1.3139,1.3212333333333333,1.3049333333333333,1.3130333333333333,0.010500000000000176,1.0,1.3059366666666665,,0.005488945829190656,0,sideways,1.3050226763307535,0.002892288698768451,-0.002749414449727013,-0.003311665414484451,-0.0031687911654430133
2020-02-02,1.3178,1.3214666666666668,1.3015666666666668,1.3061666666666667,-0.006866666666666799,1.0,1.3063049999999998,,0.005225693104369258,0,sideways,1.3028215370343963,0.002397050483426417,-0.005934478070249823,0.0010011160868712101,-0.0025363114999521963
2020-02-03,1.3217,1.3217,1.2982,1.2993,-0.0068666666666665765,1.0,1.306185,,0.0053627639181773774,0,sideways,1.3003886717258264,0.0014133210766217768,0.0005517992782819475,1.5890552426360223e-05,0.0019810109073300844
2020-02-04,1.2996,1.3047,1.2941,1.3029,-0.006866666666666799,1.0,1.30615,,0.005382769782028185,0,sideways,1.2979065159493235,-0.0001905538490703368,0.002877037859680132,0.0005462079192693795,0.0032326919298791747
2020-02-05,1.3034,1.3071,1.2956,1.3,0.0036000000000000476,1.0,1.3057699999999999,,0.005540957545976673,0,sideways,1.2956196918732972,-0.002261785538604455,-0.0006327077203071473,-0.0005929999599332412,-0.0034874932188448437
2020-02-06,1.2999,1.3005,1.2921,1.2928,-0.0028999999999999027,1.0,1.30537,,0.006171504977249109,0,sideways,1.2938647873056086,-0.003699403495486422,-0.0011465023409632184,7.48013856142638e-05,-0.004771104450835376
2020-02-07,1.293,1.296,1.2881,1.2891,-0.007200000000000095,1.0,1.3047833333333334,,0.007111554719350453,0,sideways,1.2928898506948723,-0.0038943584484295453,0.0009786951045841956,8.11185308408973e-05,-0.0028345448130044524
