,Open,High,Low,Close,Close_frac_diff,Close_frac_diff_d,Close_SMA,Close_slope,Close_volatility,Close_regime,Close_regime_label,Close_trend,Close_detail_1,Close_detail_2,Close_detail_3,Close_details,Close_SMA_5,Close_SMA_10,Close_SMA_20,Close_SMA_50,Close_SMA_200,Close_EMA_5,Close_EMA_10,Close_EMA_20,Close_EMA_50,Close_EMA_200,Close_MACD,Close_MACD_Signal,Close_MACD_Hist,ATR,Plus_DI,Minus_DI,DX,ADX,Close_RSI_7,Close_RSI_14,Close_RSI_21,%K,%D,Close_ROC_5,Close_ROC_10,Close_ROC_20,Close_ROC_60,CCI_20,Close_BB_MA,Close_BB_STD,Close_BB_Upper,Close_BB_Lower,Close_BB_Width,Close_BB_PctB,ATR_14,ATR_Pct_14,ATR_10,KC_Middle,KC_Upper,KC_Lower,KC_Width,body_size,body_size_pct,upper_shadow,lower_shadow,upper_shadow_pct,lower_shadow_pct,direction,doji,dragonfly_doji,gravestone_doji,long_legged_doji,hammer,shooting_star,bullish_engulfing,bearish_engulfing,body_high,body_low,morning_star,evening_star,has_pattern,pattern_confidence,is_peak,is_valley,peak_prominence,valley_prominence,hs_top,hs_bottom,hs_confidence,double_top,double_bottom,double_confidence,support_level,resistance_level,support_strength,resistance_strength,fib_0.000,fib_0.236,fib_0.382,fib_0.500,fib_0.618,fib_0.786,fib_1.000,has_reversal_pattern,upper_channel,lower_channel,channel_width,channel_breakout_up,channel_breakout_down,breakout_strength,returns,volatility,volatility_breakout_up,volatility_breakout_down,volatility_breakout_strength,breakout_up,breakout_down,has_breakout
2020-12-25,1.2187,1.2212,1.2165,1.2204,9.999999999998899e-05,1.0,1.2169500000000002,1.887977227059645,0.005883642703441399,1,uptrend,1.221906328745865,-0.00039636196941448133,-0.0013977193391220988,-9.193948916179118e-05,-0.0018860207976983715,1.21956,1.22193,1.2169500000000002,1.201104,1.173465,1.2199214153590066,1.2195785706123778,1.2160026836574191,1.2044780936625812,1.1740704982330465,0.00566208453181738,0.006753838770149162,-0.0010917542383317826,0.007221428571428601,12.067260138476696,10.484668644905934,7.017543859649349,24.58703732864905,31.386861313868295,65.34653465346524,59.9526066350711,53.80916923017338,55.641235686979535,-0.3456817006450841,0.4361780923380687,0.7263123142951411,3.3536585365853577,40.05971197751901,1.2169500000000002,0.005883642703441399,1.228717285406883,1.2051827145931173,0.019338979262718888,0.6465928581107487,0.007324995715265749,0.6002126938106973,0.007279921023386317,1.2160026836574191,1.230562525704192,1.2014428416106464,0.023947055779483202,0.0017000000000000348,0.36170212765957044,0.0008000000000001339,0.0021999999999999797,0.17021276595746992,0.46808510638295964,1,False,False,False,False,False,False,False,False,1.2204,1.2187,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2266,1.2115904,1.2023048,1.1947999999999999,1.1872951999999999,1.1766104,1.163,False,1.2266,1.2081,0.01849999999999996,False,False,0.0,0.001477104874446189,0.002562945797988309,False,False,0.0,False,False,False
2020-12-26,1.2191999999999998,1.2225000000000001,1.2169999999999999,1.2207333333333332,0.0018000000000000238,1.0,1.2174266666666667,1.8174924764815747,0.005778520420088873,1,uptrend,1.2222921108484508,0.0008507554500415363,-0.002186604097882696,0.0006210858960045919,-0.0007147627518365677,1.2188666666666665,1.2220333333333333,1.2174266666666667,1.2017746666666667,1.1738986666666669,1.2201920546837821,1.2197885274707334,1.2164532217217918,1.2051155540418264,1.1745348050499649,0.0053763936478736785,0.006478349745694066,-0.0011019560978203875,0.007183333333333383,12.926748425588366,10.540271793171897,10.16949152542446,21.597157440091042,34.06862745097976,64.48703494926718,60.83860759493662,55.05583974119832,53.087987569610426,-0.2831781299352021,0.08472028640922336,0.7870981946278999,3.49583156704818,46.30041768390082,1.2174266666666667,0.005778520420088873,1.2289837075068444,1.205869625826489,0.018986015596029422,0.6430585351559474,0.007194638878461073,0.5893702319748572,0.007101928921047713,1.2164532217217918,1.2306570795638871,1.2022493638796965,0.023352904309778398,0.0015333333333333865,0.27878787878787414,0.0017666666666669162,0.0021999999999999797,0.3212121212121501,0.39999999999997576,1,False,False,False,False,False,False,False,False,1.2207333333333332,1.2191999999999998,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2266,1.2115904,1.2023048,1.1947999999999999,1.1872951999999999,1.1766104,1.163,False,1.2266,1.2081,0.01849999999999996,False,False,0.0,0.0002731344914235212,0.002572342114729322,False,False,0.0,False,False,False
2020-12-27,1.2197,1.2238,1.2175,1.2210666666666667,0.0003333333333332966,1.0,1.21794,1.7553240373288315,0.005612492331861829,1,uptrend,1.2226966507542107,0.0005387409145106708,-0.0001233244977783058,0.00011040446605702988,0.0005258208827893948,1.21986,1.22148,1.21794,1.2024913333333334,1.1743195,1.2204835920114103,1.2200209164154485,1.2168925974308276,1.2057410878702515,1.174997808648141,0.005117883008720847,0.006206256398299422,-0.0010883733895785752,0.007192857142857191,13.704071499503199,10.526315789473557,13.114754098360255,18.91987853917272,36.79012345679082,63.58381502890181,61.72741679873219,59.033313330214874,55.96610743386219,0.4084093961571167,-0.451111473449628,0.8479242374187956,3.9736603088101674,52.87284912835558,1.21794,0.005612492331861829,1.2291649846637236,1.2067150153362765,0.018432738334767836,0.6392726475952948,0.007130736101428137,0.5839759855941365,0.007021736028942939,1.2168925974308276,1.2309360694887135,1.2028491253729416,0.023080873509355372,0.0013666666666667382,0.21693121693122924,0.0027333333333332543,0.0021999999999999797,0.43386243386242324,0.3492063492063475,1,False,False,False,False,False,False,False,False,1.2210666666666667,1.2197,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2266,1.2115904,1.2023048,1.1947999999999999,1.1872951999999999,1.1766104,1.163,False,1.2266,1.2081,0.01849999999999996,False,False,0.0,0.000273059909344342,0.0025672931812380294,False,False,0.0,False,False,False
2020-12-28,1.2202,1.2251,1.218,1.2214,0.00033333333333351867,1.0,1.218505,1.6967471362697495,0.005344071153249757,1,uptrend,1.2231113145581087,-0.00040976293697700937,0.0020498055687880137,-0.0017120671709431458,-7.202453913214145e-05,1.22044,1.22107,1.218505,1.203254,1.174778,1.2207890613409402,1.2202716588853668,1.2173218738659868,1.2063551628557319,1.1754595219949258,0.004883613423340094,0.005941727803307557,-0.0010581143799674626,0.007250000000000058,14.384236453201805,10.443349753694442,15.873015873015962,16.54813033189479,39.55223880597053,62.633451957295556,62.619047619047535,59.98947401760288,58.02620902967203,0.23799753795652467,-0.33455732354140677,0.9338071233782497,4.625663868425556,60.04234724743055,1.218505,0.005344071153249757,1.2291931423064995,1.2078168576935004,0.01754304218119664,0.6354304572759866,0.007128540665611849,0.583636864713595,0.007029562426048655,1.2173218738659868,1.2313809987180842,1.2032627490138894,0.023098451040640906,0.0012000000000000899,0.16901408450705238,0.0037000000000000366,0.0021999999999999797,0.5211267605633776,0.30985915492957,1,False,False,False,False,False,False,False,False,1.2214,1.2202,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2266,1.2115904,1.2023048,1.1947999999999999,1.1872951999999999,1.1766104,1.163,False,1.2266,1.2081,0.01849999999999996,False,False,0.0,0.0002729853679841465,0.002561859020095686,False,False,0.0,False,False,False
2020-12-29,1.2217,1.2276,1.2208,1.2247,0.0003333333333332966,1.0,1.2193349999999998,1.6777642040834762,0.0049148477158445026,1,uptrend,1.2235189841550493,-0.001202316193727489,0.0031890996164315676,-5.13571899196654e-05,0.0019354262327844131,1.22166,1.2210333333333332,1.2193349999999998,1.204122,1.1752745,1.222092707560627,1.2210768118153001,1.2180245525454165,1.2070745682339385,1.1759494769999514,0.004907663025411235,0.005734914847728293,-0.0008272518223170575,0.007378571428571472,16.553727008712286,10.261374636979555,23.46570397111909,16.034733020427787,100.0,65.68627450980378,66.36771300448433,67.24891019898031,62.09056584893269,0.5005744296733949,-0.029930343926876102,1.374058438870951,5.15154116939982,108.06334062148524,1.2193349999999998,0.0049148477158445026,1.2291646954316888,1.2095053045683108,0.01612304318614489,0.7728975702901418,0.007105073475210996,0.5801480750560134,0.007006606183443781,1.2180245525454165,1.232037764912304,1.204011340178529,0.023009737098653355,0.0029999999999998916,0.44117647058822473,0.0029000000000001247,0.0008999999999999009,0.42647058823531764,0.13235294117645763,1,False,False,False,False,False,False,False,False,1.2247,1.2217,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2266,1.2115904,1.2023048,1.1947999999999999,1.1872951999999999,1.1766104,1.163,False,1.2266,1.2081,0.01849999999999996,False,False,0.0,0.0027018175863762206,0.0025513595870786665,False,False,0.0,False,False,False
2020-12-30,1.2248,1.2311,1.2245,1.2295,0.0032999999999998586,1.0,1.22013,1.6241473226555891,0.005215136539207008,1,uptrend,1.2239282492963133,-0.0014568572624804874,0.0021607905591821634,0.003994232422246376,0.004698165718948052,1.22348,1.22152,1.22013,1.205084,1.1757836666666666,1.2245618050404181,1.2226083005761545,1.219117452302996,1.207953996930647,1.1764823180248276,0.005253483505376799,0.0056386285792579946,-0.00038514507388119536,0.0072214285714286165,16.221562809099773,10.484668644905911,21.481481481481662,15.379605531129542,100.0,65.90909090909099,72.5738396624474,77.57974556890652,68.27270992849657,0.7456571615863661,0.3973978605841255,1.3101516150296755,5.584817083643445,168.89975550122298,1.22013,0.005215136539207008,1.230560273078414,1.209699726921586,0.017096986515230415,0.9491732828832531,0.007068996798410223,0.574948905930071,0.00696594556509942,1.219117452302996,1.2330493434331948,1.205185561172797,0.02285569959462165,0.0046999999999999265,0.7121212121211836,0.0016000000000000458,0.000300000000000189,0.24242424242424343,0.04545454545457298,1,False,False,False,False,False,False,False,False,1.2295,1.2248,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2295,1.213806,1.204097,1.19625,1.188403,1.1772310000000001,1.163,False,1.2266,1.2111,0.015499999999999847,True,False,0.18709677419355827,0.003919327182167143,0.0025466597263044755,False,False,0.0,True,False,True
2020-12-31,1.2298,1.231,1.2209,1.2213,0.0048000000000001375,1.0,1.22064,1.5556772721915246,0.004764900912035693,1,uptrend,1.224333526046779,-0.0006253072497162713,-0.001579806897987914,-0.0033321825930154895,-0.005537296740719675,1.2235933333333333,1.22123,1.22064,1.205956,1.1762405,1.2234745366936122,1.2223704277441263,1.2193253139884248,1.2084773696000335,1.1769282651091577,0.004810425664832696,0.005472987996372935,-0.0006625623315402391,0.007350000000000047,10.009718172983392,13.799805636540018,15.918367346938094,14.229510024946817,57.068062827225475,41.74454828660458,57.684630738523026,72.60375885746308,72.4774715417833,0.04642018458851371,-0.23688939715731383,0.8422095615556069,4.901652017064184,83.64382156896717,1.22064,0.004764900912035693,1.2301698018240714,1.2111101981759285,0.01561443476220914,0.5346282122222626,0.007285497027095207,0.5965362341026126,0.007279351008589477,1.2193253139884248,1.2338840160056037,1.204766611971246,0.023879930729162425,0.008499999999999952,0.841584158415837,0.0012000000000000899,0.00039999999999995595,0.11881188118812773,0.039603960396035254,-1,False,False,False,False,False,False,False,True,1.2298,1.2213,False,False,True,1,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2295,1.213806,1.204097,1.19625,1.188403,1.1772310000000001,1.163,False,1.2295,1.2111,0.018399999999999972,False,False,0.0,-0.006669377795851972,0.002499551003244112,False,True,1.0,False,True,True
2021-01-01,1.2216,1.2216,1.221,1.2212,-0.008199999999999985,1.0,1.2210916666666667,1.4761834190446743,0.004327497757581002,1,uptrend,1.2246895490280327,0.0005945014798871279,-0.004422408359259156,-0.0009284118990749253,-0.004756318778446953,1.22362,1.22174,1.2210916666666667,1.2067720000000002,1.1766855,1.2227163577957416,1.2221576226997397,1.2195038555133368,1.2089762962823851,1.177368779884191,0.004400503702414182,0.005258491137581185,-0.0008579874351670024,0.007050000000000033,10.435663627152916,14.387031408307704,15.918367346938101,13.12773029386466,52.298850574713015,43.08681672025731,60.587002096436095,60.77348066298325,70.31899502978429,0.010919414719379184,0.4193734067922117,0.7452220541729782,4.9140893470790425,12.486687456554897,1.2210916666666667,0.004327497757581002,1.2297466621818287,1.2124366711515047,0.0141758325790371,0.5062584280456065,0.006807961525159831,0.5574812909564224,0.0066114159077305225,1.2195038555133368,1.2327266873287979,1.2062810236978758,0.021685592473826194,0.00039999999999995595,0.6666666666666666,0.0,0.00019999999999997797,0.0,0.3333333333333333,-1,False,False,False,False,False,False,False,False,1.2216,1.2212,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2295,1.213806,1.204097,1.19625,1.188403,1.1772310000000001,1.163,False,1.2295,1.2121666666666666,0.017333333333333423,False,False,0.0,-8.18799639727974e-05,0.0029371592829296653,False,False,0.0,False,False,False
2021-01-02,1.2221,1.2247333333333335,1.2214333333333334,1.2224000000000002,-9.999999999998899e-05,1.0,1.2215500000000001,1.391113804065447,0.003917400080611547,1,uptrend,1.2249646658557047,0.0015108017120243533,-0.003991087273611639,0.0015383578513382538,-0.0009419277102490321,1.2238200000000001,1.22213,1.2215500000000001,1.2075559999999999,1.177166,1.2226109051971612,1.222201691299787,1.219779678797781,1.2095027160360172,1.1778168517261394,0.004124918077129891,0.005031776525490927,-0.0009068584483610358,0.006778571428571459,14.155251141552524,11.626273270108724,9.809264305177848,12.477040678597433,54.5620437956211,45.8158995815901,60.696864111498456,47.69797421731128,60.35840457925253,0.0818732601932215,0.3200656544932512,0.7555567766574178,4.380496968661962,42.41152608756799,1.2215500000000001,0.003917400080611547,1.2293848001612233,1.213715199838777,0.012827637282506939,0.5542451614916056,0.006574059511457943,0.5377993710289547,0.00630360765029081,1.219779678797781,1.2323868940983627,1.2071724634971994,0.020671299120194123,0.000300000000000189,0.09090909090914596,0.0023333333333332984,0.0006666666666665932,0.7070707070706792,0.20202020202017484,1,False,False,False,False,False,False,False,False,1.2224000000000002,1.2221,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2295,1.213806,1.204097,1.19625,1.188403,1.1772310000000001,1.163,False,1.2295,1.2132333333333334,0.01626666666666665,False,False,0.0,0.0009826400262038515,0.0029371599151391168,False,False,0.0,False,False,False
2021-01-03,1.2226000000000001,1.2278666666666667,1.2218666666666667,1.2236,0.0012000000000000899,1.0,1.222015,1.322482619095977,0.003545864488459998,1,uptrend,1.2251392855516219,0.001964911891710623,-0.0010505229960430175,0.0011156197058818167,0.002030008601549422,1.2236,1.22263,1.222015,1.20835,1.1776625,1.2229406034647743,1.2224559292452803,1.220143518912278,1.2100555507012716,1.178272405440307,0.003957722295757415,0.004816965679544225,-0.0008592433837868096,0.006502380952380982,18.19846210179408,8.641523251555947,35.607094133698126,14.40312059467294,56.62020905923334,48.41675178753848,60.80611535788742,51.933701657458556,53.46838551258437,-0.08981791459131694,0.4103069095683587,0.7658733426665565,4.384917249616116,74.4712540959239,1.222015,0.003545864488459998,1.22910672897692,1.2149232710230802,0.011606615265638961,0.6117498994362549,0.006533055260639519,0.5339208287544556,0.00627324688526173,1.220143518912278,1.2326900126828015,1.2075970251417545,0.020565603268881606,0.0009999999999998899,0.16666666666664817,0.004266666666666641,0.0007333333333334746,0.7111111111111061,0.12222222222224566,1,False,False,False,False,False,False,False,False,1.2236,1.2226000000000001,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2295,1.213806,1.204097,1.19625,1.188403,1.1772310000000001,1.163,False,1.2295,1.2143,0.015200000000000102,False,False,0.0,0.0009816753926701338,0.0029381777743527127,False,False,0.0,False,False,False
2021-01-04,1.2231,1.231,1.2223,1.2248,0.0011999999999998678,1.0,1.2225,1.2627820965744663,0.003196416121713868,1,uptrend,1.2251706823430921,0.001624991373769423,0.0034115394317314972,-0.0012536744472898965,0.0037828563582110236,1.22266,1.22307,1.2225,1.209154,1.1781855,1.2235604023098496,1.2228821239279566,1.220586993301585,1.210633764399261,1.1787353665802045,0.0038773526972946115,0.0046290430830943025,-0.000751690385799691,0.00623809523809528,22.55725190839685,5.381679389312856,61.47540983606613,18.79422129724909,58.50000000000016,50.898203592814596,60.91476091476109,56.958198686542374,52.19662485377074,-0.38226921512809486,0.3605375286791279,0.7982882067319563,3.612215548599962,107.43879472692358,1.2225,0.003196416121713868,1.2288928322434276,1.2161071677565722,0.010458621257141403,0.6798889688028937,0.0066878370277367065,0.5460350283913052,0.006515922196735571,1.220586993301585,1.233618837695056,1.2075551489081138,0.021353405312342578,0.0017000000000000348,0.1954022988505753,0.006199999999999983,0.0008000000000001339,0.7126436781609051,0.09195402298851954,1,False,False,False,False,False,True,False,False,1.2248,1.2231,False,False,True,1,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2295,1.214042,1.204479,1.19675,1.1890209999999999,1.1780169999999999,1.164,False,1.2295,1.2151,0.014399999999999968,False,False,0.0,0.0009807126511933717,0.0029391823816798646,False,False,0.0,False,False,False
2021-01-05,1.2247,1.2307,1.2245,1.2294,0.0012000000000000899,1.0,1.222985,1.18394109251867,0.003473129518853312,1,uptrend,1.2250031662330276,0.00082550979102484,0.005408388249049424,-0.0008072131485926479,0.005426684891481616,1.22428,1.2239366666666667,1.222985,1.2100360000000001,1.178745,1.2255069348732333,1.2240671923046917,1.2214263272728625,1.2113696952071331,1.1792394922858742,0.004137150274598156,0.004530664521395073,-0.0003935142467969173,0.005923809523809569,23.271704180064244,5.667202572347135,60.83333333333399,23.0328495843849,61.03286384976556,72.2408026755854,63.776493256262064,69.37095630815367,59.420952217384865,0.6632277081798144,0.7099557642946897,0.795277527260807,3.554582210242585,149.326637753933,1.222985,0.003473129518853312,1.2299312590377065,1.2160387409622935,0.011359516327193734,0.961759341623843,0.006652991525755512,0.541157599296853,0.006484329977062012,1.2214263272728625,1.2343949872269866,1.2084576673187384,0.02123527168941881,0.0047000000000001485,0.7580645161290582,0.0012999999999998568,0.00019999999999997797,0.20967741935481618,0.03225806451612557,1,False,False,False,False,False,False,False,False,1.2294,1.2247,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2295,1.214042,1.204479,1.19675,1.1890209999999999,1.1780169999999999,1.164,False,1.2295,1.2161,0.013400000000000079,False,False,0.0,0.0037557152188112397,0.0029416372200631972,False,False,0.0,False,False,False
2021-01-06,1.2296,1.235,1.2266,1.2325,0.0045999999999999375,1.0,1.22328,1.0812307107532115,0.0040060247026057465,1,uptrend,1.224568259989544,4.3264856169857746e-05,0.002667782041819983,0.001262935726898386,0.003973982624888226,1.2265400000000002,1.22508,1.22328,1.210964,1.1793061666666667,1.2278379565821556,1.225600430067475,1.2224809627706852,1.212198334610775,1.1797694475865124,0.004540841820638297,0.0045326999812437185,8.141839394578722e-06,0.006038095238095302,27.917981072555246,5.559936908517204,66.78445229682056,26.53538776637794,57.65306122448958,72.8758169934641,62.698412698412675,78.6786064997816,68.33592049815921,0.9253193580085028,0.93633981218606,0.48100440241316544,3.9879629890035684,196.29255940015886,1.22328,0.0040060247026057465,1.2312920494052113,1.2152679505947885,0.013099289459831577,1.0753833715754997,0.006777777845344417,0.5499211233545166,0.006675896979355829,1.2224809627706852,1.2358327567293967,1.2091291688119736,0.021843765858652647,0.0028999999999999027,0.345238095238076,0.0025000000000001688,0.0030000000000001137,0.29761904761906116,0.3571428571428628,1,False,False,False,False,False,False,False,False,1.2325,1.2296,False,False,False,0,True,False,0.16349999999999998,,False,False,0.0,False,False,0.0,,,0,0,1.2325,1.216334,1.2063329999999999,1.1982499999999998,1.190167,1.178659,1.164,False,1.2295,1.2161,0.013400000000000079,True,False,0.22388059701491597,0.002521555230193595,0.0029398290699481264,False,False,0.0,True,False,True
2021-01-07,1.2327,1.2346,1.2245,1.227,0.0030999999999998806,1.0,1.223355,0.960483061221673,0.004063405004879133,1,uptrend,1.223768697203349,-0.0005037150505365434,-0.0009318221376698009,-0.00027930688753361306,-0.0017148440757399574,1.22746,1.2256399999999998,1.223355,1.2118,1.179826,1.2275586377214371,1.225854897327934,1.2229113472687152,1.2127787920770192,1.1802394033319203,0.004366630447072861,0.0044994860744095476,-0.00013285562733668637,0.006473809523809588,26.038984920926865,7.5027583670465425,55.26315789473769,29.480816950197237,66.86390532544421,61.666666666666984,50.40816326530631,77.47173925517855,75.17376735437126,0.3763089005235587,0.4584902570820448,0.1223990208078396,3.695982872274506,120.23433313004065,1.223355,0.004063405004879133,1.2314818100097582,1.2152281899902417,0.013286102578169435,0.7242577343153956,0.007015079427819816,0.5717261147367412,0.007018307281420245,1.2229113472687152,1.2369479618315558,1.2088747327058746,0.022956062341216027,0.005699999999999816,0.5643564356435463,0.0019000000000000128,0.0025000000000001688,0.18811881188118942,0.2475247524752643,-1,False,False,False,False,False,False,False,True,1.2327,1.227,False,False,True,1,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2325,1.216334,1.2063329999999999,1.1982499999999998,1.190167,1.178659,1.164,False,1.2325,1.2161,0.01639999999999997,False,False,0.0,-0.0044624746450302455,0.002720128768125966,False,False,0.0,False,False,False
2021-01-08,1.2273,1.2285,1.2192,1.2218,-0.005499999999999838,1.0,1.2231916666666667,0.8174854800512055,0.004056629474060639,1,uptrend,1.222547832885549,-0.0005509591472400395,-0.0032206731214086035,-0.0005331600151428665,-0.004304792283791509,1.2271,1.2253500000000002,1.2231916666666667,1.21249,1.1803059999999999,1.2256390918142914,1.2251176432683095,1.2228055046716948,1.213132564936744,1.1806529416072247,0.0037655630695263564,0.00435270147343291,-0.0005871384039065532,0.006802380952380996,24.78123906195324,11.55057752887603,36.416184971100066,31.58071988672943,51.36363636363623,51.776649746192994,46.51600753295665,56.636636636636645,70.92899413053226,-0.14710689767898355,-0.23679268392258201,-0.26665215498477,3.4284263099974677,-1.9101485946739971,1.2231916666666667,0.004056629474060639,1.2313049256147879,1.2150784077185455,0.013265719787366992,0.41423503948503027,0.007178288040118391,0.5875174365786865,0.007246476553278207,1.2228055046716948,1.2372984577782513,1.2083125515651383,0.023704428956504674,0.00550000000000006,0.5913978494623807,0.0011999999999998678,0.0025999999999999357,0.1290322580645038,0.2795698924731155,-1,False,False,False,False,False,False,False,False,1.2273,1.2218,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2325,1.216334,1.2063329999999999,1.1982499999999998,1.190167,1.178659,1.164,False,1.2325,1.2161,0.01639999999999997,False,False,0.0,-0.004237978810106013,0.0029090872184393203,False,False,0.0,False,False,False
2021-01-09,1.2254333333333334,1.2265666666666666,1.2172,1.2195,-0.0052000000000000934,1.0,1.222935,0.6642713387907229,0.004122474062674074,1,uptrend,1.2209359059141633,-0.0003048438774286462,-0.003876908929349977,0.0007237993830992146,-0.003457953423679409,1.22604,1.22435,1.222935,1.213174,1.1807505,1.2235927278761944,1.2240962535831623,1.222490694702962,1.213382268272558,1.18103947950168,0.0030682531518528844,0.004095811809116905,-0.0010275586572640206,0.007078571428571442,22.50252270433922,13.118062563067259,26.345609065157397,32.73615685385321,43.72294372294336,48.50926672038695,44.93632504548205,32.11492391267692,55.40776660149737,-0.43272370999347665,-0.8133387555917082,-0.4191730858216003,3.2249873031996,-46.23592899177124,1.222935,0.004122474062674074,1.2311799481253483,1.214690051874652,0.013483869748348276,0.2916906238961309,0.007334600799157543,0.6014432799637182,0.007458495564617039,1.222490694702962,1.237407685832196,1.2075737035737277,0.024404261224840927,0.005933333333333346,0.6334519572953847,0.0011333333333332085,0.0022999999999999687,0.12099644128112731,0.24555160142348798,-1,False,False,False,False,False,False,False,False,1.2254333333333334,1.2195,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2325,1.216334,1.2063329999999999,1.1982499999999998,1.190167,1.178659,1.164,False,1.2325,1.2161,0.01639999999999997,False,False,0.0,-0.0018824684891144416,0.003064056985829,False,False,0.0,False,False,False
2021-01-10,1.2235666666666667,1.2246333333333332,1.2152,1.2172,-0.0022999999999999687,1.0,1.222585,0.564272347776007,0.004302637230148903,1,uptrend,1.218995329902719,-6.780375068962876e-05,-0.001728526947796389,0.0004458468926148817,-0.001350483805871136,1.2236,1.22394,1.222585,1.2138206666666667,1.1812115,1.2214618185841297,1.2228423892953146,1.2219868190169656,1.2135319832422615,1.1813992856757929,0.0023034860864179496,0.003737346664577114,-0.0014338605781591645,0.007302380952380957,20.541245516791985,14.67231822627943,16.66666666666852,32.98986489444666,36.77685950413219,45.53846153846148,43.46041055718486,16.56300836076124,35.10485630335827,-0.9923539938181181,-0.33570785228854705,-0.5718019931383655,3.3539950751464875,-87.52527054346307,1.222585,0.004302637230148903,1.2311902744602978,1.2139797255397022,0.014077179844833358,0.18711050270129218,0.007484510265884375,0.6148956840194195,0.007655979341488653,1.2219868190169656,1.237298777699943,1.2066748603339883,0.02506075915826178,0.006366666666666632,0.6749116607773922,0.0010666666666665492,0.0020000000000000018,0.11307420494698582,0.21201413427562196,-1,False,False,False,False,False,False,False,False,1.2235666666666667,1.2172,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2325,1.216334,1.2063329999999999,1.1982499999999998,1.190167,1.178659,1.164,False,1.2325,1.2161,0.01639999999999997,False,False,0.0,-0.0018860188601885763,0.003088924839278724,False,False,0.0,False,False,False
2021-01-11,1.2217,1.2227,1.2132,1.2149,-0.0022999999999999687,1.0,1.2225249999999999,0.5403160478800517,0.004404979571916348,1,uptrend,1.2168451638099531,-3.431821304508423e-05,0.0013080048334390797,-0.002298999204233531,-0.0010253125838395355,1.22008,1.2233100000000001,1.2225249999999999,1.2144300000000001,1.1816775,1.2192745457227532,1.2213983185143482,1.2213118838724928,1.2135856309582513,1.1817326261168297,0.0014945832734827302,0.0032887939863582376,-0.0017942107128755074,0.007473809523809509,18.827652118509373,16.247212488053247,7.356948228884447,32.38157434843726,30.434782608695357,42.82560706401767,42.07836456558781,10.273507851077154,19.650480041505105,-1.4279918864097185,-0.515886013756961,-0.0986760957157995,2.9227380548966675,-125.93272277141836,1.2225249999999999,0.004404979571916348,1.2313349591438325,1.2137150408561672,0.014412726355424465,0.06725111459015098,0.007628473818321194,0.6279096072369078,0.007840381407339772,1.2213118838724928,1.2369926466871723,1.2056311210578132,0.025678556021185267,0.006799999999999917,0.7157894736842138,0.0009999999999998899,0.0017000000000000348,0.105263157894727,0.17894736842105927,-1,False,False,False,False,False,False,False,False,1.2217,1.2149,False,False,False,0,False,False,,,False,False,0.0,False,False,0.0,,,0,0,1.2325,1.216334,1.2063329999999999,1.1982499999999998,1.190167,1.178659,1.164,False,1.2325,1.2161,0.01639999999999997,False,True,0.07317073170730914,-0.0018895826487018708,0.0031117142582972462,False,False,0.0,False,True,True
