,Close_ROC_20,returns,High,Close_RSI_7,Close_trend,Close_RSI_14,Close_MACD_Hist,Close_ROC_10,Close_detail_2,body_high,Close_ROC_60,Close_ROC_5,DX,Close_detail_3,Close_EMA_5,body_low,Open,direction,Close_BB_PctB,Close_RSI_21,Low,Close_details,Close
2022-04-19,-1.0281014393419996,-0.0009225092250921829,1.3042,49.789029535865005,1.2974115485643298,38.67924528301901,-7.024243397616304e-06,-0.2634877593307827,0.004900183524709544,1.3017,-4.370860927152309,-0.5281285878300679,25.98425196850406,-0.0016924662955194781,1.3019733946886067,1.2996,1.3017,-1,0.1257680261785079,39.86175115207375,1.2979,0.0068329965455706234,1.2996
2022-04-20,-0.5101652326201078,0.005386272699291927,1.3072,37.03703703703665,1.2919536844612094,49.74226804123714,0.00037210498203811256,0.2788508275985535,0.003956139870309373,1.3066,-3.8746382853499406,0.061265124827691864,5.34351145038202,0.0006629885945801262,1.3035155964590712,1.2999,1.2999,1,0.5532515644814796,42.888402625820575,1.2992,0.010291146905300063,1.3066
2022-04-21,-0.6406345332519825,-0.002908311648553541,1.3091,39.548022598869856,1.2859453098595885,44.65558194774351,0.00037944476872350027,-0.007675186123257127,-0.0048793460106687945,1.3068,-4.173000539400773,-0.10223903486351604,1.7793594306048133,0.0012181572280707035,1.3032770643060476,1.3028,1.3068,-1,0.3346544382917983,39.35091277890464,1.3022,0.0019052918334303815,1.3028
2022-04-22,-2.0998042555354868,-0.014660730733804028,1.3037,19.39058171745134,1.2795654815625515,32.98245614035092,-0.0008239057135798261,-1.231053319996922,-0.005662091471665416,1.3032,-5.596411236946597,-1.4408558120489245,30.413625304136918,-0.002932444464948458,1.296751376204032,1.2837,1.3032,-1,-0.3506740820970456,29.260935143288066,1.2822,-0.0046181928542621455,1.2837
2022-04-23,-2.3488738624230954,-0.0025187608735167677,1.2978666666666667,18.584070796459983,1.2731949146822614,31.246537396121866,-0.001708560333772007,-2.366247299529811,0.00375729007043405,1.2975333333333332,-5.723261179011441,-1.5631406314063123,36.86534216335603,0.0025869334934285186,1.291323139691577,1.2804666666666666,1.2975333333333332,-1,-0.2134004705933101,27.865707434052695,1.278,0.00801906428583697,1.2804666666666666
2022-04-24,-2.5979308065786966,-0.0025251210496172183,1.2920333333333334,17.841971112999033,1.2674496762450687,29.684210526315823,-0.002343193350137905,-2.2400816430667048,0.005943635960200767,1.2918666666666667,-5.683552404863878,-1.721042372011894,42.22222222222281,-0.0013937121413367907,1.2866265375721626,1.2772333333333334,1.2918666666666667,-1,-0.135446470945292,26.593305823016962,1.2738,0.003897789332406293,1.2772333333333334
2022-04-25,-2.5099479644934197,-0.0025315134274604967,1.2862,17.156862745097897,1.262733803684357,28.270676691729307,-0.0027825085459252273,-2.4352887119007516,-0.0016541027594586704,1.2862,-4.7476635514018595,-2.495025256390626,46.741154562384146,0.00125882228118788,1.2824176917147752,1.274,1.2862,-1,-0.07678811263338406,25.428194993412347,1.2696,-0.0025528464557815628,1.274
2022-04-26,-3.7955310682583288,-0.01318681318681314,1.2774,12.411347517730348,1.2592008002259238,23.470661672908818,-0.003935823759851877,-3.5988140271955738,-0.004714022496621797,1.2742,-6.214099216710178,-3.5001535155050556,56.86274509803982,-0.0017221349473881351,1.2740117944765168,1.2572,1.2742,-1,-0.19506689421958473,21.88208616780041,1.257,-0.009621308630337794,1.2572
2022-04-27,-4.015910655549604,-0.0019090041361757848,1.2603,0.0,1.2567973399811212,9.90099009900976,-0.004548256765933774,-3.6597225776731412,-0.0012268420762979245,1.2575,-6.425712794252902,-2.251304821998923,76.31184407796157,0.003498373457025037,1.2676078629843446,1.2548,1.2575,-1,-0.08582008641790298,21.30242825607054,1.2502,-0.0015842919822616568,1.2548
2022-04-28,-4.412554677307945,-0.007331845712464036,1.2572,0.0,1.2550187238286492,9.34579439252326,-0.005213164249364631,-4.243542435424352,0.0012603032753740163,1.2555,-7.144099594960618,-2.7229655854636325,86.55692729766824,-0.0061146745418348145,1.2602719086562297,1.2456,1.2555,-1,-0.07633378081192511,18.932527693856983,1.241,-0.008481420577714758,1.2456
2022-04-29,-3.5251080811439794,0.009232498394348143,1.2616,23.18548387096783,1.25343584738736,21.586931155192516,-0.004543198672744662,-3.2702369959987654,0.0022218033721083446,1.2571,-6.319397868693644,-1.5763238249341005,75.93790426908177,0.004448022207230882,1.25921460577082,1.2458,1.2458,1,0.12102656040178808,28.42401500938091,1.2449,0.0041658696525256065,1.2571
2022-04-30,-3.7248330732430945,-0.002121284437726967,1.2610333333333335,23.453433038749324,1.2520731404874355,21.33794694348329,-0.003965409927446116,-3.9925506403387767,0.0018764047390869025,1.2544333333333335,-5.830393113630095,-1.53584510727367,75.4833040421795,0.001279638500678627,1.257620848291658,1.2501,1.2501,1,0.13655137838178394,27.7472527472528,1.2456666666666667,0.002628967479264708,1.2544333333333335
2022-05-01,-3.924578504362053,-0.002125793851141422,1.2604666666666666,23.72764786795051,1.2507055659156756,21.0946408209806,-0.0034666465036921664,-3.917203970934391,-0.0007982600512112052,1.2544,-6.605486333905342,-0.4321773252730976,75.01119570085118,-0.0016558027993551984,1.255669454416661,1.2517666666666667,1.2544,-1,0.15012004873399615,27.10196779964224,1.2464333333333333,-0.000535664569800295,1.2517666666666667
2022-05-02,-3.893206124490267,-0.00213032247756495,1.2599,24.008350730689045,1.2489138725484423,20.85682074408119,-0.0030356594347358754,-2.695333800732258,-0.0012262336571896508,1.2587,-6.4064139067885435,-0.4542556582722179,74.52054794520575,-0.0027257041452310904,1.253479636277774,1.2491,1.2587,-1,0.16232254734296642,26.486013986014015,1.2472,-0.0005309547885604849,1.2491
2022-05-03,-4.704536789935199,0.0005604034905131172,1.2569,38.36477987421374,1.2465013029443888,21.768707482993094,-0.002447974642825595,-2.3949601707710655,0.0016357282007907435,1.2498,-5.497164461247639,0.337186897880537,73.69165487977399,-0.00130862190511313,1.2522530908518494,1.2494,1.2494,1,0.20047224409578981,27.703306523681817,1.247,0.0035239822568742256,1.2498
2022-05-04,-3.3983926521239938,0.00984157465194424,1.264,58.7529976019186,1.243296836189912,26.20320855614972,-0.0010470178321319717,-1.1848526763577616,0.0004596745499462246,1.2621,-4.270327669902918,0.39774083207382294,64.17112299465217,0.010766092893623486,1.255535393901233,1.2501,1.2501,1,0.349036345648854,28.024911032028385,1.2451,0.012997922159969293,1.2621
2022-05-05,-5.31474957880228,-0.020362887251406447,1.2637,42.0962199312714,1.2393982790709908,21.230502599653363,-0.0016324432063919425,-2.9513343799058123,-0.0048724858673647045,1.2623,-5.927109487940352,-1.437568091834318,73.13084112149521,-0.009128665456258084,1.2491569292674887,1.2364,1.2623,-1,0.11543348533287441,23.666416228399626,1.2324,-0.014233710508387263,1.2364
2022-05-06,-5.400777016664959,-0.0021837593011969636,1.2382,26.315789473684063,1.2354753808268462,24.747474747474712,-0.0019606785499917557,-1.8692332166719727,-0.004149256344017551,1.2365,-5.83880323614715,-1.4432934785503115,67.3758865248225,-0.0005932340188619533,1.2440046195116592,1.2337,1.2365,-1,0.12872330665216344,23.316062176165744,1.2275,-0.006325174211636291,1.2337
2022-05-07,-5.295081128115875,-0.00016211396611820472,1.2390333333333332,27.698863636363455,1.2320176060797383,25.529697811740192,-0.001946492583313775,-1.6974816703857143,0.0034052725669753855,1.2356,-5.861253148134016,-1.2488992074293548,63.25719960278059,0.0037565593659278393,1.2405030796744396,1.2335,1.2356,-1,0.16132373044281714,23.571963083063054,1.227,0.005815797581423256,1.2335
2022-05-08,-5.189114391143901,-0.00016214025131733312,1.2398666666666667,29.235382308845516,1.2290389625463651,26.362984218077457,-0.001713990774639091,-0.9874759152215806,0.006187062100539733,1.2347,-6.419303437286594,-1.3202112337974081,58.703606900156565,-0.0007768442952340505,1.2381020531162932,1.2333,1.2347,-1,0.18848616468662815,23.833543505674598,1.2265,0.0050667276523829,1.2333
2022-05-09,-5.116959064327487,-0.0001621665450417531,1.2407,30.952380952380864,1.2267633118816776,27.25250278086763,-0.0013529344230031395,-1.9091559939543368,0.0018084534283215286,1.2338,-5.7479171443858394,-2.297757705411607,53.642384105960225,-0.001782534493982452,1.2364347020775288,1.2331,1.2338,-1,0.21096121977344737,24.100994644223377,1.226,0.0007561480053906425,1.2331
2022-05-10,-5.694168069799477,-0.0007298678128295766,1.2377,29.146919431279557,1.2254624125486642,33.10810810810803,-0.0009718184983764019,-1.7723806233890693,-0.0013858433224561877,1.2332,-5.477140227063526,-0.33969589129730915,41.42259414225916,0.002898005618949104,1.2350231347183527,1.2322,1.2332,-1,0.21290185382306523,24.15644171779134,1.2291,0.0028158991534642398,1.2322
2022-05-11,-5.971753147067849,-0.0058432072715467465,1.2401,0.0,1.2252488515947506,31.091370558375687,-0.0009979446596655554,-2.1383111868559013,-0.001906698478564979,1.2325,-5.942874692874689,-0.7051957526140851,39.784946236559065,-0.0003803060831790775,1.2316820898122351,1.225,1.2325,-1,0.12780297731991205,18.759571209800924,1.2236,-0.0015514605613248412,1.225
2022-05-12,-4.970008568980299,-0.004163265306122543,1.2262,0.0,1.226364548358348,32.79785809906288,-0.001141661082510334,-2.3376831318549396,-0.0026211040025246705,1.2261,-6.248078696587777,-1.1025537089582538,36.93693693693719,-0.004177697116605345,1.22775472654149,1.2199,1.2261,-1,0.090974562829045,18.574677786201647,1.2165,-0.00708372137443855,1.2199
2022-05-13,-4.245847867964803,0.005082383801950918,1.2267,30.999999999999886,1.2287694767480681,27.66570605187306,-0.0006278052731495502,-1.8963034085453745,-0.002152183601669359,1.2261,-5.6846153846153875,-0.5837995621503334,53.170731707316996,0.002641475899484419,1.2272031510276602,1.2201,1.2201,1,0.20084851464749703,25.79831932773105,1.2155,-0.0006487827690001735,1.2261
2022-05-14,-3.857295717305642,0.0015224424326454322,1.2288333333333332,37.23076923076913,1.2318981877508324,30.70942662779383,-3.845413233800193e-06,-2.7044872302775858,0.0004560987253163753,1.2279666666666667,-5.816331748223147,-0.41629497472495114,45.595054095826896,0.0024874485870826518,1.2274576562406625,1.2212666666666667,1.2212666666666667,1,0.24543918539449344,27.684896571266634,1.2175333333333334,0.0012821702441455022,1.2279666666666667
2022-05-15,-3.466771323914186,0.0015201281250849519,1.2309666666666668,42.57142857142846,1.2353546826150648,33.824975417895715,0.0006564252900729123,-0.5311118300442064,0.0032158255438232506,1.2298333333333333,-6.440978825916066,-0.19206838716657737,38.73343151693604,-0.0008595760745621481,1.228249548604886,1.2224333333333333,1.2224333333333333,1,0.2905112361188476,29.615825688073357,1.2195666666666667,0.0008580688576110381,1.2298333333333333
2022-05-16,-2.0283168946866104,0.0015178208429327267,1.2331,47.19999999999988,1.2390586492394637,37.014925373134254,0.0013033463192289839,-0.16211396611818252,0.002700946452001063,1.2317,-6.306100715046403,0.5469387755101973,32.48945147679272,-0.005372327547238012,1.229399699069924,1.2236,1.2236,1,0.3457578384394853,31.592689295039165,1.2216,-0.0036663278380249594,1.2317
2022-05-17,-0.4622250557857699,0.01404562799382969,1.25,70.2898550724639,1.2427553140134977,49.52153110047852,0.002889936050270124,1.2565869477097813,-0.0013800523863397786,1.249,-5.235204855842179,2.385441429625379,2.652106084243418,0.008235351051323074,1.2359331327132828,1.2317,1.2317,1,0.7046792791561277,46.44714038128251,1.2316,0.006303282058258078,1.249
2022-05-18,-0.9473346178548558,-0.012169735788631009,1.2502,58.90688259109297,1.2461983921054653,33.64161849710989,0.0029016594409219283,0.040541636260438274,-0.0032953183300445444,1.2494,-6.352941176470594,0.6280075034662769,9.090909090909223,-0.007023245020432198,1.2352220884755218,1.2338,1.2494,-1,0.40285451281097817,41.80967238689552,1.2329,-0.010528120862791635,1.2338
2022-05-19,-0.8829846472038883,0.009888150429567144,1.2526,73.09734513274329,1.2492339458597062,56.57534246575344,0.003667663079931686,1.0461438650555488,-0.0009140653165193693,1.246,-5.391040242976464,1.4685523494122998,21.10874200426446,0.0033064837368945513,1.238814725650348,1.2338,1.2338,1,0.6767758825482134,50.152439024390226,1.2337,0.0022652710292449326,1.246
2022-05-20,-0.45704567799539353,0.0021669341894059446,1.2501,71.32075471698103,1.2515827415677723,60.27397260273963,0.004251652636938608,1.3390683330628095,0.0016653527097311618,1.2487,-5.150018989745542,1.534083209106929,35.23809523809504,0.0005072668479440865,1.242109817100232,1.2464,1.2464,1,0.750372355973776,46.56862745098032,1.2437,0.0020518359986370274,1.2487
2022-05-21,0.023966127872609988,0.0026961373161422664,1.2535,72.1100917431192,1.2532010959585922,62.18818380743975,0.00472380032880091,2.2095238095237946,0.00287507031894017,1.2520666666666667,-5.597024303199383,1.6535411761521956,38.967838444278264,-0.001060644051797981,1.2454287669557103,1.2469,1.2469,1,0.8257017237698793,49.03872190630916,1.245,0.0018852211008260134,1.2520666666666667
2022-05-22,0.5070317295118976,0.0026888877056598925,1.2569,72.85714285714269,1.2544520013789815,63.94957983193261,0.005090330447657082,2.9128070606880163,0.001885481185575676,1.2554333333333332,-4.913024817591971,0.5150787296503756,42.291371994341944,-0.0007136277778827094,1.248763622414918,1.2474,1.2474,1,0.8799857977111312,51.48088314485723,1.2463,0.001696792061189595,1.2554333333333332
2022-05-23,0.7201152184349358,0.0026816769774049565,1.2603,73.56521739130422,1.2555534758767004,65.57575757575742,0.0053598455106545605,2.6669929043308116,-0.00186843850355003,1.2588,-4.513388454828194,2.0262603339276986,45.27162977867189,0.0019375787819461662,1.2521090816099454,1.2479,1.2479,1,0.9198730358012374,53.89558232931719,1.2476,0.0013921198648780366,1.2588
2022-05-24,-0.7289438237857659,-0.004687003495392417,1.2599,54.22993492407787,1.2564688130866113,61.82857142857137,0.00495083180103114,2.030456852791862,-0.0036211433119468783,1.2589,-4.9969669396421,0.5537720706259908,43.82470119521914,-0.0021080169596324476,1.252372721073297,1.2529,1.2589,-1,0.8293772428055471,51.195065535851924,1.2471,-0.003462745863344601,1.2529
2022-05-25,1.6175994823681705,0.0027935190358368,1.2592,82.84883720930227,1.257292558439944,68.73508353221942,0.004726572669298407,2.160184306816637,-0.001300619342675037,1.2564,-4.480486568677133,0.6166413069592425,61.52125279642082,0.0012859158171005121,1.253715147382198,1.2532,1.2532,1,0.8617350404885998,47.642679900744405,1.248,0.003052930179629449,1.2564
2022-05-26,2.0831644646186254,0.0023877745940783512,1.2622,76.58730158730162,1.25810566456631,74.17380660954709,0.004587188514843255,2.248924251035156,0.000730845356966549,1.2594,-3.9993901819290523,0.5856983121239612,92.6108374384244,0.0003404271975264685,1.2556100982547986,1.2566,1.2566,1,0.8738841102466274,61.71079429735238,1.2551,0.00454054261265853,1.2594
2022-05-27,2.278070531009324,0.001746863585834424,1.2668,76.11336032388674,1.2589184467004797,72.84427284427281,0.004446799837969682,1.0088070456365061,0.0012646391750425407,1.2616,-3.5768878018954453,0.49119825823753516,97.73755656108621,-0.0007057799814425508,1.2576067321698658,1.2599,1.2599,1,0.8681233696806828,64.27840327533262,1.2585,0.003762760661479645,1.2616
2022-05-28,2.386550987864533,0.0008983301627560891,1.2665666666666666,73.73887240356072,1.2598500691312422,72.58553486357722,0.004234933621263516,2.345058626465657,0.0018054411628127213,1.2627333333333333,-3.4902680118210627,0.3124668996928204,97.62282091917616,-0.0006536540100692889,1.259315599224355,1.2605,1.2605,1,0.8458284408605723,64.81919567421417,1.2594333333333334,0.0033886329277734288,1.2627333333333333
2022-05-29,2.4950666342280936,0.0008975238899742166,1.2663333333333333,70.84019769357519,1.2608326979597473,72.32181897682548,0.003979720774150613,1.4339218833600897,0.0015074671258168662,1.2638666666666667,-3.74939710100779,0.8753026312289025,97.49582637729574,-2.5689402419182647e-05,1.2608326217051256,1.2611,1.2611,1,0.826820425918188,65.349849347171,1.2603666666666666,0.0020188578495053803,1.2638666666666667
2022-05-30,2.6619055348157783,0.0008967190631923305,1.2661,67.22222222222216,1.2614771003179464,72.05298013245022,0.0037016471893681537,1.3053575718747545,-0.00016139565855024761,1.265,-3.677758318739055,0.6844953836357748,97.35449735449761,0.0021227547883277413,1.262221747803417,1.2617,1.2617,1,0.810556157018105,65.87064676616902,1.2613,-2.8683695886746064e-05,1.265
2022-05-31,2.857142857142847,-0.0039525691699603405,1.2657,70.7602339181291,1.2615268728956563,58.70253164556954,0.0030239702064505034,0.6336190831159216,-0.001966977595229764,1.2654,-3.904820012202559,0.04764173415912065,55.13307984790821,0.0006743381662681288,1.2614811652022782,1.26,1.2654,-1,0.7064228512361478,63.28871892925432,1.2559,-0.006372021007252137,1.26
2022-06-01,2.31986228379375,-0.009365079365079354,1.2618,33.85826771653538,1.2609494796761864,62.040133779264224,0.0016905021486918357,-0.5761622812840095,-0.0017134524738265486,1.2604,-4.807178991788897,-1.0621433100824418,11.602209944750784,-0.00628051372213651,1.2570541101348522,1.2482,1.2604,-1,0.4752053642569563,60.62271062271056,1.2458,-0.016034481129055166,1.2482
2022-06-02,2.5691216050893084,0.0075308444159589705,1.2588,47.16981132075467,1.2596296096644766,60.17543859649129,0.0013649810256306648,-0.09532888465203504,0.0007291576420933817,1.2576,-4.092734760282668,-0.40652552663532626,5.325443786981704,0.0064044877307317975,1.2572360734232348,1.2485,1.2485,1,0.6397112817600874,66.6079295154185,1.2468,-0.0026329809557056995,1.2576
2022-06-03,1.6721409375933138,-0.007236005089058639,1.2591,33.07493540051664,1.2574937714797751,49.84227129337542,0.0005045480207382375,-0.3511852502194879,0.0014158146503939254,1.258,-4.789140547548232,-1.2158455533284207,6.158357771260963,-0.0020921409780395262,1.2543240489488232,1.2485,1.258,-1,0.4141813529249249,59.62199312714773,1.2483,-0.009159177485967073,1.2485
2022-06-04,1.6397885892397435,0.0012014417300760805,1.2587000000000002,33.70307167235511,1.2545429404562551,48.32069339111593,2.926520066233126e-05,-0.5093919134033675,-0.0005338532834103662,1.2551666666666668,-4.346495255586158,-1.1857707509881354,4.956896551724323,-0.00042673497184760186,1.2528826992992155,1.25,1.2551666666666668,-1,0.4146616352885287,59.49439816144784,1.2480666666666667,-0.004389014329981947,1.25
2022-06-05,1.607534302183966,0.0011999999999998678,1.2583,34.31952662721865,1.2507007719861436,46.703910614525135,-0.00017976453568596933,-0.6272828330951441,-0.0006541553561309198,1.2523333333333333,-4.231711049892883,-0.6746031746031833,18.6074429771904,0.0009193389018787525,1.2524217995328104,1.2514999999999998,1.2523333333333333,-1,0.4145143786816188,59.36599423631116,1.2478333333333333,0.004183076812987104,1.2514999999999998
2022-06-06,0.32025620496396456,0.001198561725928915,1.2579,34.92462311557789,1.2460719019688244,44.9826989619377,-0.0002105445934089477,-0.6816740646797825,0.001217332328368217,1.253,-4.153599020882737,0.3845537574106661,35.772357723576974,-0.000964509897252312,1.2526145330218736,1.2495,1.2495,1,0.45716425365388824,59.2367736339982,1.2476,0.011454522987293965,1.253
2022-06-07,2.0262603339276986,0.004628890662410345,1.2601,48.52216748768463,1.2410496946122656,55.11265164644715,0.00014690816378106148,-0.3114935853439582,-6.402394756011205e-05,1.2588,-3.3995856035607397,0.0954198473282375,44.947735191637406,0.0003090651466289742,1.2546763553479159,1.2532,1.2532,1,0.643090663248411,54.72061657032745,1.243,0.014813430562737002,1.2588
2022-06-08,0.6340288924558513,-0.003892596123291958,1.2599,58.456973293768584,1.2359638903791397,47.884940778341836,4.5775627573631586e-05,-0.7885852938073645,-0.0036160966036381486,1.2593,-3.7706889053746306,0.4325190228273934,44.9477351916374,-0.0016540600283733926,1.254417570231944,1.2539,1.2593,-1,0.40446123309858034,60.748663101604286,1.2512,0.006285106883111669,1.2539
2022-06-09,0.024024985985438008,-0.0039078076401626305,1.2559,35.273972602739775,1.231030519222224,41.475409836065566,-0.0003375920835150023,-1.2648221343873334,-0.0011157244088919667,1.2541,-4.141830182404249,-0.07999999999999119,65.3710247349817,0.005096942709375371,1.2526117134879629,1.249,1.2541,-1,0.17067951483279137,51.74013921113696,1.2486,0.008308846940538425,1.249
2022-06-10,-1.6506043341675047,-0.01409127301841473,1.2519,27.32095490716185,1.2265797927937516,30.23560209424079,-0.001687477455352918,-2.269841269841266,0.00664524437956946,1.2496,-5.487758078133387,-1.6060727127446883,98.58156028368705,-0.0028424234533872667,1.2455411423253087,1.2314,1.2496,-1,-0.2749133276413865,41.44411473788334,1.23,-0.0004235610661690553,1.2314
2022-06-11,-2.3922682739027534,-0.004872502842293347,1.2455333333333334,20.853080568720287,1.222959393983988,27.03035274815427,-0.0028282631478711044,-1.8266303477006862,0.005467178802508384,1.2439666666666667,-5.716703854735705,-2.2027134876296817,98.76880984952042,-0.0035986551809701023,1.2388274282168725,1.2254,1.2439666666666667,-1,-0.19684889128698727,37.146529562982025,1.2235666666666667,-0.007998428025965777,1.2254
2022-06-12,-3.1299650460756223,-0.004896360372123376,1.2391666666666665,15.631691648822454,1.2204147913563874,24.18730650154795,-0.0037717411574519156,-3.0375318066157786,-0.00574101607117501,1.2383333333333333,-7.022493328250102,-3.1299650460756223,98.91238670694796,0.0008403788610073928,1.2323516188112484,1.2194,1.2383333333333333,-1,-0.14084891658696636,33.061736132873804,1.2171333333333334,-0.014195873762070755,1.2194
2022-06-13,-3.1526857690158727,-0.004920452681646759,1.2328,11.328125000000071,1.2191226865207851,21.648351648351706,-0.00453349529652421,-2.811373648378046,-0.008139726081726358,1.2327,-7.125908916953694,-3.229922641358962,99.02597402597341,0.008021461266690403,1.2260344125408325,1.2134,1.2327,-1,-0.09691216660928033,29.174311926605554,1.2107,-0.005214263148969556,1.2134
2022-06-14,-4.544730977395728,-0.01162024064611833,1.2209,0.0,1.21906439780379,19.680319680319712,-0.005648006347539671,-4.055999999999993,0.0014737822962682446,1.213,-8.155919742686478,-3.9791833466773507,99.18367346938724,-0.006586962105125235,1.2171229416938885,1.1993,1.213,-1,-0.13270003374233935,27.133105802047837,1.1934,-0.005024177859763942,1.1993
2022-06-15,-3.303160235032565,0.01542566497123321,1.2206,25.307797537619663,1.2199004481142421,35.767790262172284,-0.004831865296591406,-2.6927686775868875,0.005363655039528888,1.2178,-6.619977507412333,-1.1044339775864942,99.05362776025176,-0.002827182049151097,1.2173486277959258,1.1995,1.1995,1,0.1572257542937436,35.40090771558245,1.1985,0.006260478247433487,1.2178
2022-06-16,-2.100507292327203,0.014205945146986476,1.2408,41.87134502923977,1.2213165889141722,40.191804707933755,-0.0029139807717633,-1.4285714285714124,0.0006153044207625753,1.2351,-5.172237293340832,0.7915782601599419,50.956937799042684,0.0061118915891738195,1.2232657518639507,1.2185,1.2185,1,0.39439738778886635,41.70648464163822,1.204,0.009947431825932468,1.2351
2022-06-17,-3.194129137849111,-0.010282568213100252,1.2371,44.41687344913146,1.2231806476102491,38.9687235841082,-0.002313971820684199,-2.891642834445507,-0.0012204927257593583,1.2354,-6.027060270602713,0.24602263408233238,51.50060024009602,-0.002752129150931346,1.2229771679093004,1.2224,1.2354,-1,0.2544890436848797,37.515923566878946,1.2172,-0.0030404197962379444,1.2224
2022-06-18,-3.212364173436011,0.000708987783595294,1.2341333333333333,48.58657243816256,1.2251675883851953,38.64022662889523,-0.0017003682261141125,-2.4430443682377567,0.00040673793742182604,1.2311,-5.8736021339899525,0.8131421350475287,51.364365971107524,0.00037430970172366005,1.2230736674950893,1.2232666666666667,1.2311,-1,0.28810323554098943,37.40961293066787,1.2180666666666666,-0.00030264051136203677,1.2232666666666667
2022-06-19,-3.2305665349143586,0.0007084854760477377,1.2311666666666667,53.364928909952546,1.2268125991145946,38.308174309313664,-0.001106534403598784,-1.9909260741927004,0.0005280093290042179,1.2268,-6.3115465074748744,2.070652324967326,51.227364185110666,-0.0003573048387767886,1.2234268894411706,1.2241333333333333,1.2268,-1,0.3196683470615264,37.30293992330633,1.2189333333333334,-0.0021214190172492,1.2241333333333333
2022-06-20,-2.777777777777768,0.0007079838797516835,1.2282,58.89570552147239,1.2277985473781925,37.972508591065406,-0.0005536996257087014,-0.5197336365112881,-2.5640699407048768e-05,1.225,-5.971753147067849,0.5912300870422049,51.089588377723985,-4.848493612249169e-05,1.223951259627447,1.2225,1.2225,1,0.3506108335831745,37.19590268886052,1.2198,-0.0014985130689529763,1.225
2022-06-21,-1.6824226886716809,0.001795918367346827,1.2325,76.17260787992481,1.2279178178837789,35.99290780141854,3.08094445930808e-05,0.1468908111637024,-0.0008130629248265101,1.2272,-4.4013398769182865,-0.6396243219172537,40.46172539489682,0.0008514807546375404,1.2250341730849648,1.2257,1.2257,1,0.39639758388194696,39.30899608865716,1.2241,0.00015183724155193182,1.2272
2022-06-22,-2.4650127226463203,-0.0004889178617993872,1.2316,62.42937853107314,1.2271659555798704,37.41935483870968,0.0004257707367789883,0.5904543217975844,-0.002281308901083656,1.2276,-4.206799604310929,0.34358638743454684,45.736434108527234,-0.0006181743706940141,1.2255561153899766,1.2266,1.2276,-1,0.4056498709546317,42.40506329113924,1.2161,-0.0019156523599201563,1.2266
2022-06-23,-1.8021625951141318,-0.0004891570194032191,1.2296,25.66844919786118,1.2259451222108664,38.96353166986563,0.0006802522125799225,1.03840448327015,-0.001650673294183765,1.2269,-4.011274369079009,0.22344541936889506,44.12770809578107,0.0001315224093557859,1.2257040769266512,1.226,1.2269,-1,0.4116861220468418,38.15592203898052,1.2169,7.961950455495517e-06,1.226
2022-06-24,-1.9040000000000057,0.00016313213703100793,1.2321,80.64516129032177,1.2245409216642023,47.00460829493084,0.0008828470202057832,2.2429750687901207,0.0015540694443668204,1.2262,-3.7519623233909005,0.16882692517155018,24.581005586592312,0.0003784382480340788,1.2258693846177675,1.226,1.226,1,0.43104417948524865,41.04417670682733,1.2239,0.0033050249790100433,1.2262
2022-06-25,-2.0162471700625795,5.436850975915064e-05,1.2325333333333333,77.77777777777641,1.2228367326231677,50.535861500412146,0.0010317787060603791,0.6952427875403622,0.0029463852699219166,1.2262666666666666,-2.460494219959708,0.10340136054420856,16.361788617886425,-0.0012008417285118565,1.2260018119674005,1.2261333333333333,1.2261333333333333,1,0.45003017098324916,40.35752979414951,1.2238333333333333,0.002671101567845778,1.2262666666666666
2022-06-26,-2.1282255919127357,5.4365553985080695e-05,1.2329666666666668,73.91304347825982,1.2208954618544163,54.626334519572865,0.0011369165093672853,-0.7097940787520685,0.0013337407702595824,1.2263333333333333,-2.2686218255233204,-0.07062146892656829,6.4876957494407375,-0.0003753425861924628,1.2261123190893781,1.2262666666666666,1.2262666666666666,1,0.47190104287848833,39.65469991778578,1.2237666666666667,0.0017542357411416418,1.2263333333333333
2022-06-27,-2.5738798856053346,5.436259853230929e-05,1.2334,68.4210526315768,1.2188747318198876,59.42028985507233,0.0012065023954411329,0.327225130890052,1.077754392267331e-05,1.2264,-1.5414258188824692,-0.016305233980107303,5.597014925372919,0.0033749598182491363,1.2262082127262521,1.2264,1.2264,1,0.503869954854005,38.93510815307825,1.2237,0.004012609636472071,1.2264
2022-06-28,-2.8471169949756847,-0.006686236138290891,1.2293,4.081632653060765,1.2168177592661413,64.9762282091916,0.0007198480041794219,-0.4141915090740689,-0.0005305979252045951,1.2265,-3.094423673534341,-0.6362153344208865,34.44180522565309,-0.001312381638110928,1.223538808484168,1.2182,1.2265,-1,0.3332563527171595,33.44208809135405,1.2179,-0.0014397768454926744,1.2182
2022-06-29,-2.9223378702962544,-0.00467903464127406,1.2215,2.6845637583889754,1.2149022157673255,44.731610337972135,6.796769092944337e-05,-0.9503322078205034,-0.001967278677363979,1.2183,-3.3428108309196958,-1.1172728755504902,14.343434343434073,-0.004190364058760293,1.2198592056561122,1.2125,1.2183,-1,0.17293720980093666,33.22528363047002,1.2105,-0.006022898631324106,1.2125
