,CCI_20,Low,direction,Close_detail_2,body_low,Close_BB_PctB,body_high,Close_trend,Close_ROC_60,returns,Close_EMA_5,Close_RSI_21,Close_ROC_5,Close_SMA_5,Close_RSI_7,Open,High,DX,Close_detail_3,Close_details,Close
2020-01-01,,1.1205,-1,0.00026592738837951974,1.121,,1.1212,1.1180458600262144,,,1.121,,,,,1.1212,1.1223,,0.0012138457395600333,0.0013879556265988726,1.121
2020-01-02,,1.1163,-1,-0.0019169522722096329,1.117,,1.1212,1.117253256915614,,-0.003568242640499597,1.1196666666666668,,,,,1.1212,1.1227,,-0.001219969913253341,-0.002546076444493951,1.117
2020-01-03,,1.1125,-1,-0.0017329544479623587,1.1158,,1.1172,1.11630871201978,,-0.0010743061772605644,1.118377777777778,,,,,1.1172,1.1181,,-0.00012715038437371867,-0.0004248576266598548,1.1158
2020-01-04,,1.1135,-1,0.0017503216674108156,1.1169666666666667,,1.1170666666666667,1.1153129351763096,,0.0010455876202426495,1.1179074074074076,,,,,1.1170666666666667,1.1189666666666667,,0.000955661889172675,0.0048025204899271685,1.1169666666666667
2020-01-05,,1.1145,1,0.0025284333748092037,1.1169333333333333,,1.1181333333333332,1.1144731819764346,,0.001044495508669252,1.117982716049383,,,1.11778,,1.1169333333333333,1.1198333333333335,,-0.0010264604437307747,0.0035777713130548806,1.1181333333333332
2020-01-06,,1.1155,1,-0.0007396977208295238,1.1168,,1.1193,1.1139163195699717,,0.0010434056761270405,1.1184218106995887,,-0.15165031222122982,1.11744,,1.1168,1.1207,,0.00022258626677992154,0.0005615481758976418,1.1193
2020-01-07,,1.1132,-1,-0.0022051460426556735,1.1151,,1.1197,1.1136667120056043,,-0.0037523452157598447,1.1173145404663924,,-0.17009847806624956,1.11706,,1.1197,1.1198,,0.0008447185209111552,-0.0018668958074420589,1.1151
2020-01-08,,1.1102,-1,-0.0006877637182236834,1.1103,,1.1154,1.113692468554671,,-0.004304546677427967,1.1149763603109284,,-0.49291987811433957,1.11596,19.7740112994353,1.1154,1.1169,,-0.0006550976772507414,-0.0034834530448084834,1.1103
2020-01-09,,1.1092,-1,0.0006302307627657164,1.1105,,1.1106,1.1138166190085506,,0.00018013149599216405,1.1134842402072858,,-0.5789489390909841,1.114666666666667,26.618705035971445,1.1106,1.1122,,-0.00036411318711341217,-0.0027910487236177182,1.1105
2020-01-10,,1.1085,1,0.0012950758858507425,1.1106,,1.112,1.113887562245852,,0.0013507429085997114,1.1129894934715239,,-0.5485332697352518,1.11344,36.61971830985984,1.1106,1.113,,0.0006103165279538223,-0.0007996551699414419,1.112
2020-01-11,,1.1094,1,0.0009279038149117103,1.1112333333333333,,1.1124333333333334,1.113918569609485,,0.00038968824940033286,1.1128041067587937,,-0.613478662259137,1.1120666666666668,33.168316831683185,1.1112333333333333,1.1135666666666666,,-4.4257214623598075e-05,-0.0006526931174733384,1.1124333333333334
2020-01-12,,1.1103,1,-0.0009148453083153461,1.1118666666666668,,1.1128666666666667,1.1138429801921716,,0.0003895364516224298,1.1128249600614182,,-0.2002809912414416,1.11162,29.319371727749115,1.1118666666666668,1.1141333333333334,,-0.00044346703996875835,-0.0014659046409931965,1.1128666666666667
2020-01-13,,1.1112,1,-0.0012887353961359375,1.1125,,1.1133,1.1135284707531705,,0.0003893847720601862,1.1129833067076123,,0.27019724398809064,1.1122200000000002,24.99999999999953,1.1125,1.1147,,0.00047945740885235575,7.73869542515391e-05,1.1133
2020-01-14,,1.1104,-1,0.0006325932071470936,1.1127,,1.1135,1.1129181890694526,,-0.0005389382915655938,1.1128888711384082,,0.19810895992795619,1.11266,35.71428571428552,1.1135,1.1146,,-0.00042640029856989955,0.0010778509203614294,1.1127
2020-01-15,,1.1118,1,0.0010542137558967907,1.113,,1.1149,1.111956394801146,,0.001977172643120362,1.1135592474256055,,0.2607913669064654,1.1132399999999998,89.65517241379389,1.113,1.1165,36.65158371040757,0.00047755971161562744,0.0019049932197942954,1.1149
2020-01-16,,1.1128,-1,-0.0006508035045966018,1.1135,,1.1151,1.1106727752631453,,-0.001255718001614503,1.113539498283737,,0.09588589578399809,1.1134533333333334,71.42857142857098,1.1151,1.1173,16.577540106952668,0.0001161716906751089,-0.0006087361703688033,1.1135
2020-01-17,,1.1086,-1,-0.0011247018342152929,1.1088,,1.1136,1.1092831689611309,,-0.00422092501122584,1.1119596655224915,,-0.36542263224106364,1.11264,34.31372549019527,1.1136,1.1144,18.32460732984355,-0.0011478674021020414,-0.0023097820946734156,1.1088
2020-01-18,,1.1082666666666667,-1,3.4511213806058885e-05,1.109,,1.1121333333333332,1.1079467312277405,,0.00018037518037505862,1.1109731103483278,,-0.3862391089553552,1.11178,32.775919732440784,1.1121333333333332,1.1130666666666666,25.31418312387788,0.0008787457314401046,0.0017961482414064996,1.109
2020-01-19,,1.1079333333333332,-1,0.0007609011661635864,1.1092,,1.1106666666666667,1.1066785261991177,,0.00018034265103694658,1.1103820735655519,,-0.31455019322369493,1.1110799999999998,31.164383561643277,1.1106666666666667,1.1117333333333335,32.71719038817177,0.0003358662622928266,0.003194081880115865,1.1092
2020-01-20,-109.90642520854342,1.1076,1,0.00077450569467227,1.1092,0.20781827002702524,1.1094,1.105561686590811,,0.00018031013342945101,1.110054715710368,,-0.49331778634855716,1.10998,29.473684210525903,1.1092,1.1104,40.571428571429536,-0.0001367418169411138,0.003599792127318117,1.1094
2020-01-21,-99.1539324872607,1.1081,-1,0.0003240671653352074,1.1082,0.14384518784976527,1.1095,1.1046929763171411,,-0.0010816657652784611,1.1094364771402454,,-0.47597665020204794,1.10892,27.722772277227477,1.1095,1.1119,19.760479041916728,-0.0010982205350706408,0.0022243086255398486,1.1082
