,Open,High,Low,Close,Close_frac_diff,Close_frac_diff_d,Close_SMA,Close_slope,Close_volatility,Close_regime,Close_regime_label,Close_trend,Close_detail_1,Close_detail_2,Close_detail_3,Close_details,Close_SMA_5,Close_SMA_10,Close_SMA_20,Close_SMA_50,Close_SMA_200,Close_EMA_5,Close_EMA_10,Close_EMA_20,Close_EMA_50,Close_EMA_200,Close_MACD,Close_MACD_Signal,Close_MACD_Hist,ATR,Plus_DI,Minus_DI,DX,ADX,Close_RSI_7,Close_RSI_14,Close_RSI_21,%K,%D,Close_ROC_5,Close_ROC_10,Close_ROC_20,Close_ROC_60,CCI_20,Close_BB_MA,Close_BB_STD,Close_BB_Upper,Close_BB_Lower,Close_BB_Width,Close_BB_PctB,ATR_14,ATR_Pct_14,ATR_10,KC_Middle,KC_Upper,KC_Lower,KC_Width
2020-01-01,108.63,108.76,108.61,108.7,,1.0,,,,0,sideways,108.15773689352514,0.3561739304466202,0.004844746444401107,0.001163471856901785,0.3621821487479231,,,,,,108.7,108.7,108.7,108.7,108.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,108.7,,,
2020-01-02,108.76,108.87,108.21,108.57,,1.0,,,,0,sideways,108.237171018835,0.21809128372690553,-0.22171110060887314,0.05124442958379343,0.04762461270182582,,,,,,108.65666666666668,108.67636363636363,108.68761904761905,108.69490196078432,108.6987064676617,-0.010370370370367255,-0.002074074074073451,-0.008296296296293804,,,,,,,,,,,,,,,,,,,,,,,,,108.68761904761905,,,
2020-01-03,108.57,108.64,107.83,108.08,-0.13000000000000966,1.0,,,,0,sideways,108.35862610702526,-0.011680972967325075,-0.272824943289579,-0.1535512019530922,-0.43805711820999627,,,,,,108.46444444444445,108.56793388429752,108.62975056689343,108.67078815840063,108.69255018440138,-0.057465442650638465,-0.013152347789386454,-0.04431309486125201,,,,,,,,,,,,,,,,,,,,,,,,,108.62975056689343,,,
2020-01-04,108.38333333333333,108.59666666666666,107.81,108.17333333333333,-0.4899999999999949,1.0,,,,0,sideways,108.51529655278009,-0.2692257239325765,-0.05704466174599764,0.09921314256491044,-0.2270572431136637,,,,,,108.36740740740741,108.49618832957675,108.58628225893533,108.65128012604505,108.68738384757484,-0.08626302035187905,-0.027774482301884975,-0.05848853804999407,,,,,,,,,,,,,,,,,,,,,,,,,108.58628225893533,,,
2020-01-05,108.19666666666667,108.55333333333334,107.78999999999999,108.26666666666667,0.09333333333333371,1.0,,,,0,sideways,108.6854729234767,-0.4084553005868719,0.1104085569115276,0.07764049956512652,-0.2204062441102178,108.35799999999999,,,,,108.33382716049384,108.45445711813855,108.55584267871926,108.63619724528512,108.68319760696879,-0.10039677662851432,-0.04229894116721084,-0.058097835461303475,,,,,,,,,,,,,,,,,,,,,,,,,108.55584267871926,,,
2020-01-06,108.01,108.51,107.77,108.36,0.09333333333333371,1.0,,,,0,sideways,108.85566508201268,-0.34405440211102734,0.09993835873440453,-0.027426179801373622,-0.2715422231779964,108.29,,,,,108.34255144032923,108.4372830966588,108.53719099503171,108.62536598076413,108.67998171038204,-0.10288071547816457,-0.054415296029401594,-0.04846541944876298,,,,,,,,,,,-0.31278748850046556,,,,,,,,,,,,,,108.53719099503171,,,
2020-01-07,108.37,108.64,108.26,108.42,0.09333333333333371,1.0,,,,0,sideways,109.02093632535347,-0.14074997416877172,0.09773436692179331,-0.19154903863606146,-0.23456464588303988,108.25999999999999,,,,,108.36836762688617,108.43414071544811,108.52602994788583,108.61731241289102,108.67739482769167,-0.0988680668221491,-0.0633058501879511,-0.03556221663419801,,,,,,,,,,,-0.13815971262779447,,,,,,,,,,,,,,108.52602994788583,,,
2020-01-08,108.42,109.25,107.65,109.12,0.060000000000002274,1.0,,,,0,sideways,109.17983914172383,0.11802008173369576,0.09173168123085573,0.1420792818934795,0.35183104485803096,108.46799999999999,,,,,108.61891175125746,108.55884240354844,108.58259852427766,108.63702565160118,108.68179885925693,-0.03875709631590496,-0.058396099413541874,0.019639003097636915,,,,,,62.65060240963852,,,,,0.9622501850481191,,,,,,,,,,,,,,108.58259852427766,,,
2020-01-09,109.12,109.59,109.01,109.51,0.7000000000000028,1.0,,,,0,sideways,109.34501656056011,0.28975833507857773,-0.017792726025480668,0.12040909531160328,0.39237470436470034,108.73533333333334,,,,,108.91594116750498,108.73178014835781,108.67092247434645,108.67125993977369,108.69003966662751,0.03989118081936738,-0.03873864336696003,0.07862982418632741,,,,,,74.47916666666696,,,,,1.2356711450758118,,,,,,,,,,,,,,108.67092247434645,,,
2020-01-10,109.52,109.7,109.43,109.46,0.39000000000000057,1.0,,,,0,sideways,109.52268997212944,0.2653189789064124,-0.1480126036085423,-0.15698216961324218,-0.039675794315372104,108.974,108.66600000000001,,,,109.09729411167,108.8641837577473,108.74607271488489,108.70219092252766,108.69770096347699,0.09706699702711319,-0.011577515288145386,0.10864451231525857,,,,,,96.62162162162089,,,,,1.1022167487684698,,,,,,,,,,,,,0.7322222222222242,108.74607271488489,110.21051715932934,107.28162827044044,0.02693328426276131
2020-01-11,109.50999999999999,109.78333333333333,109.43666666666667,109.61666666666666,-0.05000000000001137,1.0,,,,0,sideways,109.69715440311818,0.13413970600122357,-0.12363353654057067,-0.02332968076065244,-0.012823511299999538,109.22533333333334,108.75766666666667,,,,109.2704182966689,109.00099883209627,108.82898642457839,108.73805271641547,108.70684490082216,0.153254313653008,0.021388850500085294,0.13186546315292272,,,,,,96.76025917926496,,,,,1.159714531807543,0.8432996013492788,,,,,,,,,,,,0.6936666666666682,108.82898642457839,110.21631975791172,107.44165309124506,0.025495658443806097
2020-01-12,109.5,109.86666666666667,109.44333333333334,109.77333333333334,0.1566666666666663,1.0,,,,0,sideways,109.85718001480687,-0.022414662260724954,0.05619397776868151,0.06567276075450496,0.09945207626246151,109.49600000000001,108.878,,,,109.43805664222371,109.14142328686664,108.9189242254122,108.7786519562946,108.71745672602128,0.208026853493962,0.05871645109886064,0.14931040239510135,,,,,,96.8879668049786,,,,,1.2482321834839771,1.1083479168585653,,,,,,,,,,,,0.6666333333333345,108.9189242254122,110.25219089207887,107.58565755874552,0.02448181849294478
